z,d,rad,n
ring,2019-08-29,21.147573897297235,1432
campus,2019-08-30,,0
ring,2019-08-30,2.153357613658919,113
campus,2019-08-31,,0
ring,2019-08-31,,0
campus,2019-09-01,,0
ring,2019-09-01,,0
campus,2019-09-02,,0
ring,2019-09-02,,0
campus,2019-09-03,,0
ring,2019-09-03,3.2298929691314697,1
campus,2019-09-04,,0
ring,2019-09-04,1.2848317905476219,19
campus,2019-09-05,,0
ring,2019-09-05,,0
campus,2019-09-06,,0
ring,2019-09-06,1.7666675853729248,25
campus,2019-09-07,44.76171303617543,4
ring,2019-09-07,27.27208861873863,1432
campus,2019-09-08,64.6906108280708,4
ring,2019-09-08,35.07543628690072,1432
campus,2019-09-09,40.85151261296767,4
ring,2019-09-09,25.233951290441926,1164
campus,2019-09-10,32.85085514496113,4
ring,2019-09-10,16.37232292477518,837
campus,2019-09-11,38.1786003112793,1
ring,2019-09-11,29.229271913012493,508
campus,2019-09-12,39.616760525210154,4
ring,2019-09-12,29.59434374907205,1294
campus,2019-09-13,58.23091035053649,4
ring,2019-09-13,30.727295591234167,1287
campus,2019-09-14,28.54358528111432,3
ring,2019-09-14,26.14687163630175,942
campus,2019-09-15,40.88219040837782,4
ring,2019-09-15,25.56223419208849,1242
campus,2019-09-16,35.64003095133552,4
ring,2019-09-16,29.86419683722297,1166
campus,2019-09-17,45.199924871839336,4
ring,2019-09-17,28.607690453648583,1211
campus,2019-09-18,58.37525312653904,4
ring,2019-09-18,33.686702981591424,1230
campus,2019-09-19,47.48598253315893,4
ring,2019-09-19,31.638367496721962,1267
campus,2019-09-20,48.04816255898312,4
ring,2019-09-20,28.451143325441965,1284
campus,2019-09-21,,0
ring,2019-09-21,,0
campus,2019-09-22,39.563803163068044,4
ring,2019-09-22,24.85111282204834,1302
campus,2019-09-23,44.10904697714181,4
ring,2019-09-23,28.868879608558682,908
campus,2019-09-24,,0
ring,2019-09-24,,0
campus,2019-09-25,,0
ring,2019-09-25,,0
campus,2019-09-26,,0
ring,2019-09-26,,0
campus,2019-09-27,34.67964252932318,4
ring,2019-09-27,23.301586326280965,1426
campus,2019-09-28,37.88360614612185,4
ring,2019-09-28,22.904485217304796,705
campus,2019-09-29,52.79449426716772,4
ring,2019-09-29,33.541395037584145,1433
campus,2019-09-30,,0
ring,2019-09-30,,0
campus,2019-10-01,,0
ring,2019-10-01,,0
campus,2019-10-02,40.02544676024339,4
ring,2019-10-02,35.79032020797651,1432
campus,2019-10-03,41.96561754983047,4
ring,2019-10-03,25.18179312192178,1433
campus,2019-10-04,,0
ring,2019-10-04,3.0820746264959635,38
campus,2019-10-05,,0
ring,2019-10-05,,0
campus,2019-10-06,,0
ring,2019-10-06,1.8261323606266695,17
campus,2019-10-07,,0
ring,2019-10-07,,0
campus,2019-10-08,41.055201670219155,4
ring,2019-10-08,21.682686256474696,1400
campus,2019-10-09,39.29981829380167,4
ring,2019-10-09,25.608958323753377,1229
campus,2019-10-10,34.71484810730507,4
ring,2019-10-10,25.817531321467737,977
campus,2019-10-11,,0
ring,2019-10-11,,0
campus,2019-10-12,,0
ring,2019-10-12,27.94609376429395,60
campus,2019-10-13,,0
ring,2019-10-13,27.470264931980534,557
campus,2019-10-14,36.6971717045225,4
ring,2019-10-14,26.294322123770517,1111
campus,2019-10-15,,0
ring,2019-10-15,31.22395602238286,1129
campus,2019-10-16,61.27744177292134,4
ring,2019-10-16,41.33591207259917,632
campus,2019-10-17,,0
ring,2019-10-17,18.736789266116936,33
campus,2019-10-18,33.01582564156631,4
ring,2019-10-18,30.75585605486908,1232
campus,2019-10-19,50.04245843558476,4
ring,2019-10-19,30.105704647777447,1243
campus,2019-10-20,49.746661293095556,4
ring,2019-10-20,32.40020278049526,1233
campus,2019-10-21,53.44087318716379,4
ring,2019-10-21,38.6946738577344,1061
campus,2019-10-22,,0
ring,2019-10-22,,0
campus,2019-10-23,33.33472480445073,4
ring,2019-10-23,25.844890290368795,1287
campus,2019-10-24,41.90642457994922,4
ring,2019-10-24,23.26089479796339,1276
campus,2019-10-25,,0
ring,2019-10-25,,0
campus,2019-10-26,,0
ring,2019-10-26,,0
campus,2019-10-27,39.65938486312998,4
ring,2019-10-27,22.454649732624272,1423
campus,2019-10-28,45.8524897016328,4
ring,2019-10-28,20.615398835669453,1420
campus,2019-10-29,33.935464558930235,4
ring,2019-10-29,23.446074345549718,1426
campus,2019-10-30,42.99641532322456,4
ring,2019-10-30,24.129314868449185,1427
campus,2019-10-31,50.19758190779851,4
ring,2019-10-31,27.451676365783186,1426
campus,2019-11-01,52.403315905866954,4
ring,2019-11-01,23.883296870170224,1091
