lat,lon,n_px,area_km2,early,late,diff,sum_diff,tile
40.5645,109.9515,4,1.0,4.2,23.8,19.7,79.0,40.0_108.0
28.1779,109.1756,4,1.0,6.2,25.9,19.7,79.0,28.0_108.0
30.6004,114.6557,6,1.5,3.2,16.4,13.2,79.0,30.0_114.0
30.28,105.0041,2,0.5,12.4,51.6,39.3,79.0,30.0_104.0
31.0218,103.6768,6,1.5,4.0,17.2,13.2,79.0,30.0_102.0
37.1184,118.4541,2,0.5,10.1,49.2,39.0,78.0,36.0_118.0
40.8015,107.5149,4,1.0,7.2,26.7,19.5,78.0,40.0_106.0
28.0009,113.0202,5,1.25,2.8,18.4,15.6,78.0,26.0_112.0
31.2157,105.5243,3,0.75,0.5,26.5,26.0,78.0,30.0_104.0
39.143,113.1046,4,1.0,1.2,20.6,19.5,78.0,38.0_112.0
39.0194,112.4354,4,1.0,3.7,23.2,19.5,78.0,38.0_112.0
40.0237,119.7507,3,0.75,8.7,34.7,26.0,78.0,40.0_118.0
30.3642,104.4426,4,1.0,7.1,26.6,19.5,78.0,30.0_104.0
30.2725,122.1207,3,0.75,7.5,33.5,26.0,78.0,30.0_122.0
28.6899,120.0845,5,1.25,4.0,19.5,15.6,78.0,28.0_120.0
29.6362,121.4724,3,0.75,10.9,37.0,26.1,78.0,28.0_120.0
40.0042,112.6981,2,0.5,9.7,48.6,38.8,78.0,40.0_112.0
35.8473,118.5821,4,1.0,3.0,22.6,19.6,78.0,34.0_118.0
32.2664,121.3905,4,1.0,6.5,26.1,19.5,78.0,32.0_120.0
31.7487,118.1307,5,1.25,3.6,19.2,15.6,78.0,30.0_118.0
39.2541,118.1644,2,0.5,5.5,44.4,38.8,78.0,38.0_118.0
31.9499,118.5161,5,1.25,3.7,19.1,15.4,77.0,30.0_118.0
34.4279,108.6782,4,1.0,7.6,26.9,19.3,77.0,34.0_108.0
37.5413,112.1876,6,1.5,3.9,16.8,12.9,77.0,36.0_112.0
38.147,109.6079,2,0.5,16.3,54.7,38.3,77.0,38.0_108.0
29.7342,121.8857,2,0.5,5.5,44.2,38.7,77.0,28.0_120.0
32.2563,118.5896,6,1.5,3.9,16.7,12.8,77.0,32.0_118.0
35.7616,111.6956,7,1.75,2.0,12.9,11.0,77.0,34.0_110.0
39.3458,113.5367,5,1.25,0.7,16.2,15.4,77.0,38.0_112.0
41.9393,118.7199,6,1.5,2.3,15.1,12.8,77.0,40.0_118.0
27.417,102.1865,5,1.25,5.7,21.0,15.3,77.0,26.0_102.0
36.5457,107.562,3,0.75,1.6,27.4,25.8,77.0,36.0_106.0
31.5432,118.4597,4,1.0,5.4,24.7,19.3,77.0,30.0_118.0
30.1115,122.1956,4,1.0,4.8,24.0,19.1,77.0,30.0_122.0
36.8635,117.1246,4,1.0,5.6,24.8,19.3,77.0,36.0_116.0
36.7546,117.2459,6,1.5,3.9,16.8,12.9,77.0,36.0_116.0
31.3175,118.0016,4,1.0,4.3,23.6,19.2,77.0,30.0_118.0
33.6951,103.1797,3,0.75,0.8,26.0,25.2,76.0,32.0_102.0
26.7289,113.2825,5,1.25,2.0,17.3,15.3,76.0,26.0_112.0
38.7481,117.6471,3,0.75,1.9,27.3,25.4,76.0,38.0_116.0
26.1747,107.5815,3,0.75,5.6,30.8,25.2,76.0,26.0_106.0
37.9082,113.16,3,0.75,8.8,34.2,25.5,76.0,36.0_112.0
29.3749,120.1339,2,0.5,13.0,51.0,38.0,76.0,28.0_120.0
36.1561,103.3343,4,1.0,6.0,25.0,19.0,76.0,36.0_102.0
25.9389,115.3931,4,1.0,5.6,24.6,19.0,76.0,24.0_114.0
27.6048,106.9458,5,1.25,1.6,16.7,15.1,76.0,26.0_106.0
30.2246,112.2976,3,0.75,9.7,35.0,25.2,76.0,30.0_112.0
31.9957,112.2714,4,1.0,5.0,24.0,19.0,76.0,30.0_112.0
30.6498,104.6665,3,0.75,0.6,25.9,25.3,76.0,30.0_104.0
34.2258,117.2661,4,1.0,6.5,25.6,19.1,76.0,34.0_116.0
29.2963,104.7436,2,0.5,11.5,49.6,38.1,76.0,28.0_104.0
30.8257,120.253,4,1.0,6.1,24.9,18.9,76.0,30.0_120.0
31.8355,120.6265,3,0.75,7.9,33.2,25.3,76.0,30.0_120.0
30.414,111.4038,6,1.5,1.1,13.9,12.7,76.0,30.0_110.0
33.5705,119.2437,5,1.25,3.5,18.8,15.2,76.0,32.0_118.0
37.6452,111.1607,5,1.25,2.3,17.6,15.2,76.0,36.0_110.0
24.4387,118.0791,2,0.5,16.5,54.6,38.1,76.0,24.0_118.0
29.7095,106.7962,2,0.5,15.4,53.4,38.0,76.0,28.0_106.0
40.5455,111.719,6,1.5,3.0,15.6,12.6,76.0,40.0_110.0
32.7848,120.8885,6,1.5,0.7,13.2,12.5,75.0,32.0_120.0
30.2261,120.6378,6,1.5,3.4,16.0,12.6,75.0,30.0_120.0
31.3819,118.502,3,0.75,10.6,35.7,25.1,75.0,30.0_118.0
31.6912,118.3544,5,1.25,3.7,18.6,14.9,75.0,30.0_118.0
40.368,106.4939,5,1.25,0.4,15.4,15.0,75.0,40.0_106.0
36.2385,120.3046,5,1.25,4.6,19.6,14.9,75.0,36.0_120.0
37.206,120.5988,4,1.0,1.9,20.7,18.7,75.0,36.0_120.0
31.7689,121.6566,4,1.0,4.3,23.0,18.7,75.0,30.0_120.0
27.5132,120.4506,2,0.5,10.6,48.1,37.5,75.0,26.0_120.0
26.949,112.6815,5,1.25,3.4,18.4,14.9,75.0,26.0_112.0
30.5382,120.8773,4,1.0,7.2,25.9,18.7,75.0,30.0_120.0
31.715,121.1064,2,0.5,5.1,42.5,37.4,75.0,30.0_120.0
34.8378,113.4729,4,1.0,5.3,24.0,18.7,75.0,34.0_112.0
26.4588,106.5245,4,1.0,4.0,22.8,18.8,75.0,26.0_106.0
40.8479,113.8046,6,1.5,0.8,13.3,12.5,75.0,40.0_112.0
31.5578,112.2086,4,1.0,0.6,19.5,18.9,75.0,30.0_112.0
39.5566,113.2064,3,0.75,7.4,32.5,25.1,75.0,38.0_112.0
37.2045,104.0706,3,0.75,5.3,30.3,25.1,75.0,36.0_104.0
30.6026,114.7021,6,1.5,3.5,16.0,12.5,75.0,30.0_114.0
34.1813,116.1598,5,1.25,3.2,18.0,14.8,74.0,34.0_116.0
32.766,112.1636,4,1.0,0.6,19.2,18.6,74.0,32.0_112.0
32.7114,112.0731,6,1.5,2.7,15.0,12.3,74.0,32.0_112.0
37.3213,113.5283,3,0.75,6.3,31.1,24.8,74.0,36.0_112.0
35.0073,113.6459,4,1.0,1.9,20.5,18.6,74.0,34.0_112.0
29.1009,119.9992,4,1.0,4.8,23.2,18.4,74.0,28.0_118.0
36.8541,117.6247,3,0.75,8.8,33.4,24.7,74.0,36.0_116.0
30.1829,104.0577,5,1.25,4.7,19.6,14.9,74.0,30.0_104.0
32.1604,121.5458,3,0.75,1.2,25.9,24.7,74.0,32.0_120.0
33.2961,120.2844,4,1.0,2.1,20.7,18.6,74.0,32.0_120.0
39.0812,109.4642,4,1.0,3.5,21.9,18.4,74.0,38.0_108.0
25.1461,121.3669,2,0.5,5.4,42.4,37.0,74.0,24.0_120.0
34.7536,113.8996,4,1.0,7.7,26.3,18.6,74.0,34.0_112.0
41.574,116.0129,4,1.0,3.0,21.4,18.4,74.0,40.0_116.0
32.0032,120.0097,3,0.75,8.7,33.5,24.8,74.0,32.0_120.0
31.6604,117.8956,3,0.75,6.6,31.3,24.7,74.0,30.0_116.0
39.701,110.5422,4,1.0,0.6,19.1,18.5,74.0,38.0_110.0
35.1039,107.9393,3,0.75,9.0,33.7,24.7,74.0,34.0_106.0
37.5541,112.2333,2,0.5,16.8,53.7,36.9,74.0,36.0_112.0
37.724,112.2722,3,0.75,8.9,33.5,24.6,74.0,36.0_112.0
36.6805,114.1085,4,1.0,3.9,22.3,18.4,74.0,36.0_114.0
28.5354,115.7556,5,1.25,2.3,17.0,14.8,74.0,28.0_114.0
28.8876,117.1246,3,0.75,0.6,25.1,24.6,74.0,28.0_116.0
34.6727,109.0038,3,0.75,4.8,29.0,24.2,73.0,34.0_108.0
30.8526,114.3555,4,1.0,4.2,22.5,18.3,73.0,30.0_114.0
39.9975,109.2037,4,1.0,2.1,20.3,18.2,73.0,38.0_108.0
27.859,115.0113,2,0.5,12.9,49.4,36.5,73.0,26.0_114.0
39.5623,112.3087,5,1.25,1.6,16.2,14.6,73.0,38.0_112.0
30.5218,122.2622,6,1.5,0.6,12.8,12.2,73.0,30.0_122.0
29.7634,106.8029,3,0.75,8.0,32.4,24.4,73.0,28.0_106.0
33.5912,116.9916,5,1.25,4.8,19.4,14.6,73.0,32.0_116.0
28.9909,115.8023,5,1.25,5.3,19.8,14.5,73.0,28.0_114.0
30.4623,104.4772,5,1.25,2.6,17.2,14.6,73.0,30.0_104.0
37.5803,112.1764,3,0.75,10.6,34.9,24.2,73.0,36.0_112.0
27.9021,112.5306,5,1.25,2.6,17.2,14.7,73.0,26.0_112.0
36.6277,119.1043,4,1.0,5.0,23.1,18.1,73.0,36.0_118.0
30.8495,119.6138,5,1.25,3.0,17.6,14.6,73.0,30.0_118.0
29.321,104.7436,2,0.5,13.1,49.6,36.5,73.0,28.0_104.0
35.2529,113.3389,6,1.5,3.5,15.7,12.2,73.0,34.0_112.0
38.9972,110.2453,5,1.25,4.0,18.7,14.7,73.0,38.0_110.0
38.9757,121.8205,2,0.5,15.2,51.8,36.6,73.0,38.0_120.0
38.9954,112.2818,5,1.25,3.4,18.0,14.7,73.0,38.0_112.0
30.5719,120.7396,6,1.5,3.2,15.3,12.2,73.0,30.0_120.0
34.675,113.6279,2,0.5,16.5,52.8,36.3,73.0,34.0_112.0
28.1431,120.4618,4,1.0,4.9,23.2,18.3,73.0,28.0_120.0
29.0448,117.7055,3,0.75,6.9,31.2,24.3,73.0,28.0_116.0
31.4276,120.0082,2,0.5,12.9,49.5,36.5,73.0,30.0_120.0
26.7801,112.05,5,1.25,1.2,15.7,14.5,73.0,26.0_112.0
35.6137,114.1759,4,1.0,3.3,21.4,18.1,72.0,34.0_114.0
32.9884,117.5715,2,0.5,10.4,46.5,36.1,72.0,32.0_116.0
28.2058,113.3849,5,1.25,3.9,18.3,14.4,72.0,28.0_112.0
34.2528,120.2754,4,1.0,1.7,19.7,17.9,72.0,34.0_120.0
30.1946,104.5751,5,1.25,3.8,18.1,14.3,72.0,30.0_104.0
36.0539,119.5792,4,1.0,1.2,19.2,18.0,72.0,36.0_118.0
28.8409,104.9479,5,1.25,4.9,19.3,14.4,72.0,28.0_104.0
36.521,102.8661,4,1.0,5.4,23.4,18.0,72.0,36.0_102.0
35.9962,109.3751,3,0.75,10.3,34.3,24.0,72.0,34.0_108.0
35.0575,112.627,3,0.75,7.0,31.0,24.0,72.0,34.0_112.0
30.6258,114.5217,4,1.0,6.4,24.4,18.0,72.0,30.0_114.0
30.4462,103.9912,3,0.75,7.9,32.0,24.1,72.0,30.0_102.0
39.4563,118.252,3,0.75,7.5,31.3,23.9,72.0,38.0_118.0
28.4137,115.3864,2,0.5,10.5,46.5,36.0,72.0,28.0_114.0
30.3779,112.2656,5,1.25,4.4,18.8,14.4,72.0,30.0_112.0
25.7704,114.7429,4,1.0,5.0,22.9,17.9,72.0,24.0_114.0
29.2132,120.2889,4,1.0,4.8,22.8,18.1,72.0,28.0_120.0
31.4379,119.9615,5,1.25,1.9,16.0,14.1,71.0,30.0_118.0
42.8231,112.7687,5,1.25,0.2,14.4,14.2,71.0,42.0_112.0
37.0869,111.957,4,1.0,4.6,22.3,17.7,71.0,36.0_110.0
30.6696,108.3256,4,1.0,0.6,18.4,17.8,71.0,30.0_108.0
30.8773,119.6345,5,1.25,1.2,15.5,14.3,71.0,30.0_118.0
36.2079,118.1675,5,1.25,4.1,18.3,14.2,71.0,36.0_118.0
33.0049,104.5512,3,0.75,1.0,24.7,23.7,71.0,32.0_104.0
30.4237,114.9327,3,0.75,7.3,31.0,23.7,71.0,30.0_114.0
28.9759,103.9119,3,0.75,6.8,30.4,23.6,71.0,28.0_102.0
32.1372,114.1332,2,0.5,15.0,50.7,35.7,71.0,32.0_114.0
37.1947,104.0541,2,0.5,8.4,43.9,35.5,71.0,36.0_104.0
34.9085,114.8227,4,1.0,0.8,18.5,17.8,71.0,34.0_114.0
31.5136,106.0499,6,1.5,1.5,13.4,11.9,71.0,30.0_106.0
30.2324,112.3384,5,1.25,3.3,17.4,14.1,71.0,30.0_112.0
32.0197,120.6026,3,0.75,6.6,30.4,23.8,71.0,32.0_120.0
30.2957,106.1831,2,0.5,0.5,36.1,35.6,71.0,30.0_106.0
37.9089,113.5156,2,0.5,10.9,46.6,35.7,71.0,36.0_112.0
30.0352,106.7423,4,1.0,1.9,19.6,17.7,71.0,30.0_106.0
39.5641,112.889,5,1.25,3.0,17.2,14.2,71.0,38.0_112.0
40.8861,115.4477,3,0.75,4.9,28.6,23.7,71.0,40.0_114.0
30.0569,116.8162,3,0.75,5.2,28.9,23.7,71.0,30.0_116.0
33.2788,117.2893,6,1.5,1.8,13.6,11.8,71.0,32.0_116.0
38.3805,111.1261,4,1.0,0.5,18.2,17.8,71.0,38.0_110.0
36.6917,116.8484,4,1.0,3.8,21.4,17.7,71.0,36.0_116.0
30.1385,104.6874,2,0.5,12.9,48.3,35.4,71.0,30.0_104.0
34.0008,111.0664,5,1.25,0.7,14.8,14.1,70.0,32.0_110.0
37.7962,115.7376,5,1.25,1.5,15.6,14.1,70.0,36.0_114.0
30.5584,120.3271,3,0.75,3.9,27.3,23.3,70.0,30.0_120.0
29.613,107.5598,4,1.0,3.9,21.4,17.5,70.0,28.0_106.0
40.7678,111.7652,5,1.25,4.7,18.8,14.1,70.0,40.0_110.0
34.6031,112.5634,2,0.5,16.3,51.4,35.1,70.0,34.0_112.0
39.6973,108.7119,3,0.75,5.1,28.5,23.4,70.0,38.0_108.0
30.6662,114.4746,3,0.75,8.1,31.4,23.3,70.0,30.0_114.0
40.0297,112.9714,3,0.75,1.2,24.5,23.3,70.0,40.0_112.0
36.8961,112.1951,2,0.5,5.4,40.4,35.0,70.0,36.0_112.0
32.3416,118.4193,4,1.0,5.5,23.1,17.6,70.0,32.0_118.0
37.8314,113.1226,4,1.0,6.0,23.4,17.4,70.0,36.0_112.0
39.3777,114.6722,4,1.0,5.6,23.2,17.6,70.0,38.0_114.0
29.7625,106.8281,5,1.25,4.0,18.1,14.0,70.0,28.0_106.0
25.7165,119.4041,2,0.5,15.0,50.2,35.2,70.0,24.0_118.0
29.1604,120.0632,4,1.0,5.1,22.5,17.4,70.0,28.0_120.0
29.9629,120.4816,5,1.25,5.4,19.3,13.9,70.0,28.0_120.0
29.6541,105.731,3,0.75,3.7,27.0,23.2,70.0,28.0_104.0
29.7473,104.8662,5,1.25,3.7,17.6,13.9,70.0,28.0_104.0
28.8224,104.8356,6,1.5,1.9,13.6,11.7,70.0,28.0_104.0
24.3676,102.4925,3,0.75,5.8,29.2,23.5,70.0,24.0_102.0
37.983,105.9271,3,0.75,5.1,28.6,23.5,70.0,36.0_104.0
27.6075,105.1253,4,1.0,2.8,20.1,17.3,69.0,26.0_104.0
37.8808,112.633,4,1.0,5.8,23.2,17.3,69.0,36.0_112.0
37.0892,117.8679,4,1.0,2.8,20.1,17.3,69.0,36.0_116.0
35.0267,115.9011,5,1.25,2.9,16.7,13.8,69.0,34.0_114.0
36.9702,116.6867,4,1.0,1.7,18.9,17.2,69.0,36.0_116.0
24.2837,113.3741,3,0.75,7.7,30.6,22.9,69.0,24.0_112.0
27.2313,115.3235,4,1.0,0.9,18.2,17.4,69.0,26.0_114.0
28.654,115.3841,4,1.0,0.7,17.8,17.2,69.0,28.0_114.0
24.6071,118.2138,4,1.0,6.8,24.0,17.2,69.0,24.0_118.0
38.0264,112.6585,3,0.75,8.8,31.8,23.0,69.0,38.0_112.0
30.3099,105.4809,3,0.75,3.8,27.0,23.2,69.0,30.0_104.0
30.7875,106.1517,3,0.75,5.8,29.0,23.1,69.0,30.0_106.0
39.5753,109.5136,4,1.0,0.5,17.8,17.3,69.0,38.0_108.0
39.2047,106.9714,2,0.5,1.2,35.5,34.3,69.0,38.0_106.0
31.1271,117.4812,5,1.25,1.8,15.7,13.9,69.0,30.0_116.0
39.9863,111.2653,6,1.5,0.5,12.1,11.6,69.0,38.0_110.0
37.4822,108.6265,2,0.5,0.5,35.2,34.7,69.0,36.0_108.0
34.748,109.2598,4,1.0,2.2,19.1,16.9,68.0,34.0_108.0
29.2523,106.4418,5,1.25,2.0,15.6,13.6,68.0,28.0_106.0
36.6131,117.1785,5,1.25,4.0,17.7,13.7,68.0,36.0_116.0
30.6685,108.3817,4,1.0,4.1,21.1,17.1,68.0,30.0_108.0
37.6147,105.3095,2,0.5,10.8,45.0,34.2,68.0,36.0_104.0
29.5418,106.6472,3,0.75,7.7,30.3,22.7,68.0,28.0_106.0
31.7703,111.8829,5,1.25,2.3,15.8,13.5,68.0,30.0_110.0
33.5678,119.9595,6,1.5,0.9,12.3,11.4,68.0,32.0_118.0
32.5639,119.7207,2,0.5,6.4,40.2,33.8,68.0,32.0_118.0
36.8484,112.8414,5,1.25,1.8,15.4,13.6,68.0,36.0_112.0
39.6165,118.2729,3,0.75,5.5,28.2,22.7,68.0,38.0_118.0
38.2368,116.8798,4,1.0,2.4,19.4,16.9,68.0,38.0_116.0
37.6035,115.0068,2,0.5,12.6,46.6,34.0,68.0,36.0_114.0
34.5685,113.9374,5,1.25,3.7,17.3,13.6,68.0,34.0_112.0
35.1017,110.9913,4,1.0,5.4,22.4,16.9,68.0,34.0_110.0
41.5433,111.7063,3,0.75,4.7,27.4,22.7,68.0,40.0_110.0
40.1315,116.8716,3,0.75,6.6,29.1,22.5,68.0,40.0_116.0
38.4704,102.4124,4,1.0,0.6,17.6,17.1,68.0,38.0_102.0
30.8796,117.4053,4,1.0,0.4,17.5,17.0,68.0,30.0_116.0
30.0554,116.8304,2,0.5,14.0,47.9,33.9,68.0,30.0_116.0
39.335,112.3995,3,0.75,7.8,30.6,22.8,68.0,38.0_112.0
31.9239,118.6091,2,0.5,14.2,48.2,33.9,68.0,30.0_118.0
31.459,121.2995,4,1.0,5.4,22.3,16.9,68.0,30.0_120.0
25.4762,118.2767,2,0.5,7.8,41.6,33.8,68.0,24.0_118.0
29.0133,117.5401,4,1.0,4.5,21.5,16.9,68.0,28.0_116.0
30.3361,120.5921,4,1.0,5.0,21.9,16.9,68.0,30.0_120.0
38.5422,115.0293,4,1.0,3.7,20.7,17.0,68.0,38.0_114.0
35.5064,114.5788,5,1.25,1.4,15.0,13.6,68.0,34.0_114.0
29.6167,105.0228,3,0.75,9.5,32.3,22.8,68.0,28.0_104.0
33.2242,120.7291,4,1.0,3.0,19.9,16.8,67.0,32.0_120.0
31.843,116.9988,3,0.75,8.6,31.1,22.5,67.0,30.0_116.0
29.52,104.6245,5,1.25,2.7,16.1,13.4,67.0,28.0_104.0
31.9942,120.3211,3,0.75,5.2,27.5,22.3,67.0,30.0_120.0
35.5755,118.8336,2,0.5,7.1,40.5,33.4,67.0,34.0_118.0
27.978,104.2136,4,1.0,1.3,17.9,16.7,67.0,26.0_104.0
27.0303,106.8321,4,1.0,0.8,17.6,16.8,67.0,26.0_106.0
30.3642,121.1726,4,1.0,5.0,21.8,16.8,67.0,30.0_120.0
30.8347,121.0996,6,1.5,3.0,14.3,11.2,67.0,30.0_120.0
31.7195,121.0615,4,1.0,5.7,22.4,16.7,67.0,30.0_120.0
34.3561,118.0094,2,0.5,13.1,46.7,33.6,67.0,34.0_118.0
34.5896,113.8615,2,0.5,11.8,45.5,33.6,67.0,34.0_112.0
30.9118,104.2502,3,0.75,6.4,28.9,22.5,67.0,30.0_104.0
30.3129,105.7534,3,0.75,0.6,23.1,22.4,67.0,30.0_104.0
24.926,114.1557,3,0.75,1.7,23.9,22.2,67.0,24.0_114.0
27.7815,112.5106,4,1.0,2.7,19.4,16.7,67.0,26.0_112.0
24.8766,121.2501,2,0.5,13.4,46.9,33.5,67.0,24.0_120.0
29.6002,111.32,3,0.75,0.6,23.0,22.4,67.0,28.0_110.0
38.4516,112.639,3,0.75,4.7,27.0,22.3,67.0,38.0_112.0
40.1749,122.0406,2,0.5,9.5,42.4,32.9,66.0,40.0_122.0
31.55,121.5398,4,1.0,4.2,20.7,16.5,66.0,30.0_120.0
30.0284,103.7756,3,0.75,6.8,28.9,22.1,66.0,30.0_102.0
30.0486,120.8077,4,1.0,5.8,22.4,16.6,66.0,30.0_120.0
27.8608,114.9561,5,1.25,2.2,15.5,13.3,66.0,26.0_114.0
30.8848,120.2178,3,0.75,6.4,28.5,22.1,66.0,30.0_120.0
33.2237,112.9546,5,1.25,2.7,15.9,13.1,66.0,32.0_112.0
34.1337,117.2043,4,1.0,3.5,20.0,16.5,66.0,34.0_116.0
26.5535,105.6247,3,0.75,0.5,22.7,22.1,66.0,26.0_104.0
28.8539,105.4914,4,1.0,5.5,22.1,16.6,66.0,28.0_104.0
36.8556,115.6985,2,0.5,12.1,45.3,33.2,66.0,36.0_114.0
36.4289,115.95,2,0.5,14.1,47.2,33.1,66.0,36.0_114.0
34.1517,109.0195,2,0.5,12.1,45.0,32.9,66.0,34.0_108.0
34.2272,108.472,5,1.25,2.9,16.1,13.3,66.0,34.0_108.0
41.1204,111.6516,4,1.0,0.3,16.7,16.4,66.0,40.0_110.0
40.1,108.661,3,0.75,3.5,25.5,22.0,66.0,40.0_108.0
34.6533,113.7499,3,0.75,9.2,31.2,22.1,66.0,34.0_112.0
32.5302,120.5494,4,1.0,6.3,22.8,16.6,66.0,32.0_120.0
28.5204,118.0903,4,1.0,0.7,17.2,16.5,66.0,28.0_118.0
39.9739,113.3831,4,1.0,1.2,17.6,16.4,66.0,38.0_112.0
29.7329,115.8229,5,1.25,4.8,17.9,13.2,66.0,28.0_114.0
30.1647,106.5484,3,0.75,4.9,27.1,22.1,66.0,30.0_106.0
40.1794,112.9092,2,0.5,0.5,33.4,32.9,66.0,40.0_112.0
37.4451,106.0573,4,1.0,4.5,21.1,16.6,66.0,36.0_106.0
40.554,111.5964,5,1.25,1.0,14.3,13.3,66.0,40.0_110.0
39.4705,116.5197,6,1.5,1.8,12.9,11.0,66.0,38.0_116.0
24.4786,115.7825,5,1.25,1.3,14.6,13.3,66.0,24.0_114.0
30.4102,104.1383,4,1.0,6.4,22.8,16.4,66.0,30.0_104.0
28.3561,117.6756,3,0.75,3.3,24.9,21.6,65.0,28.0_116.0
35.2723,107.9505,4,1.0,1.9,18.2,16.2,65.0,34.0_106.0
29.3421,104.6793,5,1.25,1.8,14.8,12.9,65.0,28.0_104.0
28.636,104.3865,3,0.75,6.2,27.9,21.7,65.0,28.0_104.0
28.6351,118.5332,5,1.25,4.2,17.2,13.0,65.0,28.0_118.0
29.3403,119.7504,5,1.25,2.8,15.8,13.0,65.0,28.0_118.0
35.6609,109.0645,2,0.5,7.8,40.3,32.5,65.0,34.0_108.0
36.7388,117.0258,3,0.75,8.6,30.3,21.7,65.0,36.0_116.0
38.1971,107.6039,3,0.75,2.0,23.7,21.7,65.0,38.0_106.0
33.0052,110.4546,4,1.0,2.1,18.3,16.2,65.0,32.0_110.0
33.2175,120.7875,2,0.5,8.5,41.1,32.6,65.0,32.0_120.0
38.0526,117.1066,4,1.0,4.7,21.0,16.3,65.0,38.0_116.0
30.1479,122.1066,5,1.25,3.9,16.9,12.9,65.0,30.0_122.0
39.8732,116.8034,6,1.5,3.3,14.2,10.9,65.0,38.0_116.0
37.1341,118.4249,2,0.5,13.7,46.3,32.6,65.0,36.0_118.0
33.8036,119.2019,4,1.0,3.1,19.3,16.2,65.0,32.0_118.0
40.7307,111.6101,4,1.0,3.9,20.2,16.3,65.0,40.0_110.0
28.619,121.3188,5,1.25,3.5,16.5,13.0,65.0,28.0_120.0
30.7052,104.7159,3,0.75,0.5,22.1,21.5,65.0,30.0_104.0
30.5989,104.2136,2,0.5,10.2,42.8,32.6,65.0,30.0_104.0
40.6443,110.001,4,1.0,3.9,20.0,16.1,64.0,40.0_110.0
30.58,114.992,5,1.25,2.9,15.7,12.8,64.0,30.0_114.0
35.4475,112.8441,4,1.0,5.4,21.6,16.1,64.0,34.0_112.0
35.7762,112.7962,3,0.75,1.4,22.8,21.4,64.0,34.0_112.0
31.6574,121.5159,3,0.75,1.4,22.8,21.4,64.0,30.0_120.0
38.3289,117.6119,4,1.0,2.0,18.0,16.0,64.0,38.0_116.0
39.0415,116.1694,3,0.75,7.7,28.9,21.2,64.0,38.0_116.0
31.843,118.6091,2,0.5,7.8,39.6,31.8,64.0,30.0_118.0
37.3463,113.5616,4,1.0,3.6,19.7,16.1,64.0,36.0_112.0
31.7816,119.4168,3,0.75,4.9,26.1,21.3,64.0,30.0_118.0
33.3747,118.9639,2,0.5,4.2,36.2,32.1,64.0,32.0_118.0
29.2432,113.1885,6,1.5,2.6,13.3,10.7,64.0,28.0_112.0
28.1408,114.4723,4,1.0,2.6,18.7,16.1,64.0,28.0_114.0
28.4126,118.1936,4,1.0,4.8,20.9,16.1,64.0,28.0_118.0
30.2957,108.0426,2,0.5,10.8,42.6,31.8,64.0,30.0_108.0
35.3723,103.6813,4,1.0,1.6,17.7,16.1,64.0,34.0_102.0
30.9537,104.1147,2,0.5,11.5,43.6,32.2,64.0,30.0_104.0
30.7695,105.9922,2,0.5,11.0,42.9,31.9,64.0,30.0_104.0
38.2016,108.6685,3,0.75,0.6,21.8,21.2,64.0,38.0_108.0
39.5925,109.7689,3,0.75,3.8,25.3,21.5,64.0,38.0_108.0
25.4758,118.2035,5,1.25,2.8,15.7,12.9,64.0,24.0_118.0
38.1073,114.482,3,0.75,7.6,29.1,21.4,64.0,38.0_114.0
32.4359,105.7519,3,0.75,5.5,26.8,21.3,64.0,32.0_104.0
34.1068,109.0151,2,0.5,3.8,35.9,32.1,64.0,34.0_108.0
36.6104,114.3748,5,1.25,2.6,15.4,12.8,64.0,36.0_114.0
29.6534,120.2474,4,1.0,4.8,20.8,16.0,64.0,28.0_120.0
25.1001,104.6189,4,1.0,2.8,18.7,16.0,64.0,24.0_104.0
28.7865,105.1837,4,1.0,3.2,18.9,15.8,63.0,28.0_104.0
36.0831,114.4139,2,0.5,13.8,45.5,31.7,63.0,36.0_114.0
26.9787,114.8496,4,1.0,3.3,19.2,15.9,63.0,26.0_114.0
28.6899,121.56,2,0.5,10.1,41.5,31.4,63.0,28.0_120.0
30.1686,120.7062,5,1.25,2.7,15.3,12.5,63.0,30.0_120.0
30.7588,116.8443,5,1.25,4.3,16.8,12.5,63.0,30.0_116.0
29.3165,106.9714,4,1.0,0.8,16.4,15.7,63.0,28.0_106.0
30.244,120.6514,5,1.25,4.3,16.8,12.5,63.0,30.0_120.0
39.7198,112.1389,3,0.75,3.9,25.0,21.1,63.0,38.0_112.0
36.0232,114.4132,3,0.75,4.2,25.2,21.0,63.0,36.0_114.0
34.4796,108.9656,2,0.5,10.1,41.4,31.3,63.0,34.0_108.0
34.9036,112.5486,5,1.25,3.8,16.4,12.6,63.0,34.0_112.0
27.8665,120.7658,3,0.75,8.2,29.1,20.9,63.0,26.0_120.0
38.5534,106.2303,2,0.5,12.9,44.2,31.3,63.0,38.0_106.0
34.4639,113.8098,2,0.5,12.6,44.1,31.5,63.0,34.0_112.0
34.1427,108.7186,4,1.0,2.0,17.9,15.8,63.0,34.0_108.0
35.9364,115.8655,3,0.75,5.3,26.2,20.9,63.0,34.0_114.0
40.7483,111.6164,3,0.75,6.6,27.4,20.8,63.0,40.0_110.0
41.0407,113.3068,4,1.0,1.7,17.4,15.7,63.0,40.0_112.0
38.7646,116.1342,2,0.5,12.2,43.5,31.3,63.0,38.0_116.0
