ym,VV:cn_horinger_r02,VV:cn_horinger_r03,VV:cn_horinger_r04,VV:cn_horinger_r05,VV:cn_horinger_r06,VV:cn_horinger_r08,VV:cn_horinger_r11,VV:cn_horinger_r12,VV:cn_horinger_r13,VV:cn_horinger_r14,VV:cn_horinger_r15,VV:cn_horinger_r16,VV:cn_horinger_r17,VV:cn_horinger_r18,VV:cn_horinger_r19,VV:cn_horinger_r20,VV:cn_horinger_r21,VV:cn_horinger_r22,VV:cn_horinger_r23,VV:cn_horinger_r24,VV:cn_horinger_r25,VV:cn_horinger_r26,VV:cn_horinger_r27,VH:cn_horinger_r02,VH:cn_horinger_r03,VH:cn_horinger_r04,VH:cn_horinger_r05,VH:cn_horinger_r06,VH:cn_horinger_r08,VH:cn_horinger_r11,VH:cn_horinger_r12,VH:cn_horinger_r13,VH:cn_horinger_r14,VH:cn_horinger_r15,VH:cn_horinger_r16,VH:cn_horinger_r17,VH:cn_horinger_r18,VH:cn_horinger_r19,VH:cn_horinger_r20,VH:cn_horinger_r21,VH:cn_horinger_r22,VH:cn_horinger_r23,VH:cn_horinger_r24,VH:cn_horinger_r25,VH:cn_horinger_r26,VH:cn_horinger_r27
2024-02,-14.922648026827313,-7.563389780563277,-13.15272421218613,-9.930323724846794,-12.890452830443973,-1.292337628028915,-4.999953503520736,-2.7351563688939633,-11.73417372820488,-15.926339307530995,-13.291161015806917,-13.876145509535007,-16.55040963819892,-15.530473816102344,-3.608272838151965,-13.1211546297797,-12.55993366709123,-5.313350633388879,-15.8412629761326,-5.299877433013462,-13.170547907829487,-13.887167386710829,-15.136496593046857,-28.308803991216983,-16.5863696813799,-23.281470060453703,-20.34914035436646,-22.769862335340378,-10.301138182610881,-13.314062400532727,-9.467337913742284,-22.122350012715646,-28.10792906152014,-24.797226579614176,-22.516984932428223,-29.9320411164812,-26.475932923442187,-15.251253547186828,-23.91625926625894,-24.812539683359496,-14.296131107714118,-26.92542919327154,-15.346973546761351,-22.34709198647314,-24.502700193415343,-29.16429689481808
2024-03,-15.052447092519813,-6.935971171587327,-13.21777001141831,-10.291819748030305,-13.311343234832908,0.4593864795150881,-4.321967205811522,-2.0636609128659886,-11.566494629089712,-15.950112521068105,-14.144295450077346,-13.04494819803171,-17.2269734515616,-15.912639062789946,-3.271080829362644,-12.734500187791141,-10.352271873558452,-5.209438146106295,-16.75016461365496,-4.896032189049314,-12.186002024809447,-14.043850999634806,-16.670229227057188,-28.487293385452755,-15.94069886089568,-23.10319056743679,-21.27670175828633,-22.90012316277693,-8.985422010453801,-12.929697962725268,-8.86154927369715,-21.295568565105025,-29.523061958991725,-25.011747051202384,-20.99727673494647,-29.599152611507336,-26.731182711930085,-15.64869634611162,-23.75024180976611,-21.61440330453631,-13.907378783104893,-28.1261975525548,-14.799058291574937,-21.08342094700759,-24.189472024280597,-30.727838961509875
2024-04,-14.686579225763406,-6.300175985503582,-12.451549327074881,-10.342159569011802,-13.373633500319428,0.556030682042655,-3.4102748095151902,-2.0138590548406645,-11.476936150407056,-17.680735457580823,-13.402391515214138,-13.481194331578894,-18.070673491485145,-15.513545455536601,-2.8852456430403635,-13.773461185469095,-7.990729137230693,-4.908129610909606,-16.771694606065996,-4.934180749287622,-12.35051986247446,-14.459729566231001,-15.248176719601819,-27.223699629676247,-15.337024332073412,-21.82737360804655,-20.713561269565204,-22.29342272958469,-8.98816946267137,-12.153144258315123,-8.875191081013803,-20.258475602812716,-30.080269286539767,-23.73151007027853,-20.552574779864486,-29.454087078075254,-26.498190196141515,-15.660307657090542,-22.72828952579635,-18.288476498217005,-14.415698306195818,-27.964470549855523,-14.922061610699428,-20.066580286841415,-24.258491040488586,-27.918856394613844
2024-05,-13.818508293125568,-6.323488876453755,-10.809792115052886,-9.874987206053149,-12.299133545719082,0.62316742059999,-3.194575819338041,-1.7010132390938775,-11.148789947619054,-16.62677755022838,-12.329534371923526,-13.204286226821292,-18.10470930018338,-14.568885735892284,-2.540812315153587,-13.431037604670136,-5.691468774242068,-4.75726962584284,-14.506998347089613,-5.832637104287585,-11.475319219257175,-13.74792626097723,-15.520695037350151,-26.06441704495817,-15.367411503753836,-20.122624859653783,-20.123666878260643,-20.97177729838627,-8.723968734634223,-11.836313901464255,-8.805845113862448,-20.55264523685688,-27.31325270375482,-21.78580811724889,-20.314996530338313,-30.06889248359116,-24.51820769405016,-15.272623174386691,-22.22748332306001,-16.340692635674152,-14.515040090183941,-25.003017441423218,-15.460956276966623,-18.68155978749075,-23.090986496126934,-27.388286239881516
2024-06,-12.226833424570959,-6.3498548996435975,-10.04626173884829,-9.173930621104354,-9.369373498230996,1.5561195401344698,-0.8605072573245088,0.330528979932168,-10.720700636160728,-13.911732511782903,-11.548142293130395,-12.748256238117502,-11.88695601988106,-11.284950931576024,-2.5546104812413466,-13.136305139576724,-3.423894380779612,-3.9958310786165576,-12.96923747098037,-6.0549860378350555,-10.184143839887032,-13.026422278851234,-15.523632523028098,-20.449476864516054,-15.291019845444595,-18.46458951352077,-18.437138045918154,-18.2900997740725,-8.245703262076503,-10.120863706516282,-7.328255557665973,-19.469650364092658,-21.30505308329093,-20.234108642268318,-20.24523991461674,-23.618762272880236,-18.94110639513159,-15.198818305113203,-21.383578715494686,-14.211143880997788,-13.846279606462453,-22.68414795823925,-15.532204799297801,-18.055318269687803,-21.682398175020445,-24.718811317244583
2024-07,-11.142858127887632,-5.191276253241303,-7.703862444936969,-7.320107774069199,-9.613141303273165,0.8415316707226812,-1.2442002256052282,-1.0931096375901,-9.415531060443675,-8.280757611018512,-9.899619899981344,-11.383260857602872,-11.960012598497809,-10.351702211539317,-2.017074901994815,-10.530617850198393,-4.006866610316655,-2.5221627537326445,-7.572786629313943,-4.684472013923456,-10.668824759637605,-12.191668609448907,-10.853113172415023,-17.51606797783603,-14.377924390924974,-16.158560130946494,-15.518521508076567,-17.907904852554406,-8.461358494553737,-10.727331835228336,-8.129758082481525,-17.520081386103435,-18.105767456305735,-18.153144284100915,-18.77545801278377,-22.886712964608623,-18.120062516104216,-14.422150984552667,-19.191810221617715,-14.058576881684468,-12.460984105119884,-15.746486804514984,-15.054437829997545,-17.25255500974807,-20.856888587544375,-17.896085703824046
2024-08,-11.28848152886638,-4.462631161782363,-6.966823716494298,-6.82262332315956,-9.482221690494706,1.013354349924459,-1.5883928050333844,-1.5651625402354439,-9.427373358567504,-5.793747420723294,-9.517551139434147,-11.921717735034628,-8.526305505891493,-9.099567679872562,-1.9715507431558328,-11.238777024678122,-3.5710513895551292,-2.790888589384082,-7.294023799546576,-3.4467254952979047,-10.627901238717381,-11.722848685452906,-10.09423349413687,-18.032229323769368,-13.3558188380059,-15.549795499320588,-14.888899936525412,-18.2327781949964,-8.26797792807459,-10.259075321550998,-8.316564528095654,-17.348888277896837,-14.799481630818452,-18.785909280742295,-18.941030905620643,-19.089839267986807,-16.663853136802636,-14.274355194445633,-19.00272397196337,-14.473620622837615,-12.750310506239959,-14.714262549128833,-12.99866326108911,-17.88858919652708,-19.57079558728895,-19.254338071367393
2024-09,-11.453164627892072,-4.912332779252087,-6.68143314390009,-6.839828456046411,-8.967036183253963,0.861503807214974,-1.6670944469426794,-1.692529067820205,-9.415407030872814,-4.656593634896451,-10.079101884605635,-11.599918408309907,-8.18992682067785,-8.17749143190929,-1.9600316165634413,-10.990305667842208,-3.903386804485355,-2.5755777614243742,-7.073480289855535,-2.419460361440747,-10.964098310140477,-12.200652920957069,-9.784104135219184,-18.537383605493574,-13.792937154345005,-15.60600486357194,-15.484354434067304,-17.31079162397755,-8.501114632297645,-10.45912494097562,-8.779079871819448,-17.126831843073067,-13.4005356039342,-18.543371833954374,-19.105081446587484,-17.31035183544003,-16.380887187828648,-14.597574743080031,-19.176267550876926,-14.175851401197288,-12.253879371373632,-15.312212370766877,-11.479133877403068,-18.310185540540218,-19.89668308052487,-18.3155146556678
2024-10,-9.619999751841904,-4.047211814673084,-5.234517444542439,-6.523200570326571,-6.0651645782972174,1.1806166587645124,-1.3684021799396686,-1.42768245359838,-9.644113883095505,-2.983184674274671,-8.472149252083755,-12.089818011104462,-5.714901505889459,-8.16636624400029,-1.0727156360483734,-11.066122492653896,-2.5727103512335896,-1.3643417307625616,-6.484513811493329,-1.9611285819877617,-11.119169101755224,-12.421716315322424,-7.946450837073733,-19.449210836253286,-13.424710386579235,-14.704548344169876,-15.97933328052929,-14.753859152974066,-8.366228825913772,-9.423789256746945,-8.713389350995593,-17.982084047546948,-12.021027271826444,-17.49779570394154,-19.327998875771613,-14.895404597615038,-16.805357462942276,-13.966707100105765,-19.14998715093813,-13.932488968171679,-10.57778467226731,-15.616568704812403,-12.294995350237674,-18.871356939417044,-20.2954120110687,-16.8247353203477
2024-11,-7.987041147368776,-3.709096872071605,-4.868343635923685,-6.505530846253331,-5.879438415369106,0.8110334660804478,-1.8424820646128715,-1.4687581268952652,-9.567138022844468,-2.1085537509051164,-7.987503089068668,-12.293321449416329,-4.08159100931276,-8.634905738054334,-0.8264410607127552,-10.628303314911054,-2.4372815535585737,-0.778638353195261,-5.272032947446319,-2.92627905395043,-11.74645294332485,-12.794515642820452,-7.928044521897625,-18.2314104363332,-12.70145784432499,-14.47465437513399,-17.205315755160782,-15.211772302708452,-8.950930732846846,-9.802555757931357,-8.579127024272704,-17.86643340189666,-11.986022740320875,-17.56146963414012,-19.623619190344684,-12.68966733808567,-18.12284262671863,-14.196404745374359,-19.856778105434547,-13.684526531850839,-9.9874647292407,-15.938758765659045,-12.668702056351997,-19.54354082078867,-22.7271793434161,-16.49052483785819
2024-12,-10.934740336217377,-5.219289010873014,-7.1833322044048025,-8.626130174865942,-9.181226381854653,-0.039595268799230324,-2.578876034668319,-2.5584237568131822,-10.505339419113112,-6.384181175911104,-11.07012644543681,-15.188817945296005,-4.729923431116193,-11.79765505632779,-1.927602100222089,-13.859117527698182,-3.792679814220459,-0.8934936703320302,-8.428084854199838,-3.4441750692616386,-13.7759276663771,-14.406198911990689,-10.773251855347786,-22.231233936261603,-14.068691060452327,-16.054289109240152,-19.6546531575674,-17.68102854210759,-9.583189661151788,-9.80752016279627,-9.710224674737304,-20.92554970528353,-15.391515506221136,-21.681082264303686,-25.94255217083464,-12.42764395892316,-23.43474127712925,-14.579877778224747,-24.311105248410595,-14.863311868946786,-10.85409811712791,-19.923120936489866,-12.94803607679767,-24.46642493314239,-25.76300097140347,-19.969111853161884
2025-01,-11.360612319754981,-5.4939051895511515,-6.819623057185913,-8.786966987686672,-9.215159129915612,0.2304586205409883,-1.41195194387975,-2.450023534708238,-11.415573429539613,-7.4295241311038005,-10.866979585447847,-15.400461675348176,-4.914219717489242,-11.94252548633001,-1.9594597889208396,-14.370286889630764,-3.9061090597099293,-1.1082192783575262,-8.53559638265015,-3.48983075358133,-13.260163222552539,-14.325828339820596,-11.240434059859517,-22.817161337291637,-14.20215857353044,-15.724540111977642,-19.52106240885697,-17.93673441441669,-9.09237151909965,-9.406295972820434,-9.579328870355685,-21.791375415223488,-16.24628071112726,-21.67249279855033,-25.014284512025228,-12.08043690447802,-22.889220394584175,-15.060705935201963,-24.105861670621977,-15.004836467223498,-10.913511840023311,-19.729018877734283,-12.932642958240027,-23.51054969842463,-26.220091112345127,-19.68082116135502
2025-02,-10.450894302678167,-5.371386376902114,-6.509896157062847,-8.342624324285072,-9.398543351519313,-0.4212228919545683,-1.7777369734870754,-2.5416641145382606,-11.455715939574354,-7.290301106071916,-10.642780439319896,-15.187944323777955,-4.793064466403394,-11.862575144957521,-2.073293279988846,-14.069327070205098,-3.786875746049537,-1.0689636142198833,-8.583325317768235,-3.3422418829638554,-13.212501164355828,-13.721164300979487,-10.848047055754066,-21.317100635193107,-14.075476392479581,-15.649295705407816,-19.50198453977448,-18.44991090516588,-9.994903466060016,-9.42147171658192,-9.709394450056262,-21.799693537764288,-16.1738053787103,-21.16559870509127,-25.356606921487497,-11.860756441586336,-22.712220101731315,-14.98017147624698,-24.619852826315995,-15.190046548863826,-10.593970581087142,-19.036905083736848,-12.862300209332211,-23.620659232879994,-25.320098350584864,-19.43168494640655
2025-03,-7.908877336499304,-4.592473697786885,-6.006476967084132,-8.259754232800985,-8.054304103135514,0.5890778787111289,-1.3180210445145863,-1.9723407343910824,-10.66704011074292,-6.6109243801796636,-10.630627821086428,-13.925999156172493,-4.753341952911938,-10.696476247851267,-2.122373188982602,-13.299386117118226,-3.1682421989492937,-1.203182364010062,-4.447778228796075,-1.927413763162671,-12.225210904930732,-13.355307436268513,-8.749422369267908,-17.82275219667884,-13.439638470052452,-14.565758258777052,-19.267058615579966,-17.258278824883195,-8.865921746129624,-8.74152303698502,-9.06723918402186,-20.319371129596366,-15.17910698018385,-20.897943186740033,-22.678119241162346,-11.405567679018771,-22.20397527489258,-15.123616879237721,-22.81680768995453,-14.323761757046428,-10.665535374141374,-16.022730117438588,-11.424923791533391,-21.41747237174907,-24.43715180675987,-16.72180514586933
2025-04,-7.675116321980903,-4.346097612707903,-6.082085817208437,-8.402751090824985,-6.485528302361486,0.632848906807022,-0.7320083067666728,-1.6094146488309933,-10.68761777392871,-6.4325107448397665,-10.70348746188942,-13.914844686566285,-3.0723840344139255,-10.964119078191315,-0.34710810900210504,-10.700144006621684,-3.555547256493213,-1.468640936681821,-3.3210468351898625,-1.828086724200703,-11.981909126990626,-13.982090370347938,-6.272565685084945,-17.014781475395697,-13.259315140645363,-14.545218823675627,-18.828819760935332,-15.059736505024825,-8.92050588534869,-8.40504328409551,-8.875436290986075,-20.348448783061656,-14.907596548391862,-20.521190027766895,-22.22879951949165,-9.358747443165267,-20.1043226475074,-14.154943652090845,-20.265238278808827,-14.548419242838147,-10.644529757116851,-14.020545235662528,-12.174212408143585,-20.765570946612087,-22.661036345733713,-14.954415110687876
2025-08,-5.475106164944584,-2.681486676883083,-4.971476504943922,-4.755806873475354,-3.38667937235137,1.0189647439984475,-0.5904632002465944,-1.4240634383213968,-5.504866853457346,-1.237230494173419,-7.586488674741423,-10.79768767121649,-0.05681352831214984,-7.397921917874408,0.22187812912607568,-6.442426334865678,-1.8069669632701046,-0.12065833165336337,-1.6812382034643272,-0.2627755171062636,-5.129199619969675,-9.200032633050705,-3.577546351810213,-14.250900605235234,-11.976067082120593,-13.014037634126339,-14.243584781815992,-11.776769140859251,-8.377802093175656,-8.129701301372997,-8.508126034115358,-15.093389824981742,-10.892257663842905,-14.73260605850976,-18.024949033981066,-5.640353690826527,-15.803519263227578,-12.871096285475112,-14.881052919228361,-12.667460146763062,-9.285479728202407,-13.09493367350661,-11.705266480456574,-17.646225804719467,-18.82981803250019,-11.62641897627041
2025-09,-6.311407749244277,-2.8305005898991027,-6.241859517998417,-4.308507521580197,-4.791342574707651,1.4152798787974015,-0.8861152723020248,-1.7315242488721472,-4.839204946741214,-1.963849292155038,-8.108929290763923,-9.513416533609423,0.22030754762808996,-8.042071772534769,-0.20666973189215432,-7.246961730482063,-2.3369738907978936,-0.8464366163876144,-2.4245090023992075,-1.3375293689904204,-4.339004204995541,-8.52075226235566,-3.389934801592945,-14.950454268078303,-11.8082934702128,-13.91983531413026,-13.119496365822503,-13.210121486252543,-8.120655443340887,-8.325761365196108,-8.801666726504127,-14.410946862315818,-11.047140110137608,-16.11399784188407,-20.21749052209445,-5.50349792585957,-16.3187557104079,-13.674501680643099,-14.756953804027482,-13.663690370184773,-9.983903518649349,-14.045376883555624,-12.26456942695103,-17.723563224720845,-18.62059595167193,-11.808966815600524
2025-10,-5.162508611441731,-2.5247024360592825,-6.415779077121813,-2.878247918638905,-4.5046629518240895,0.5765017333383498,-0.9464198523573829,-1.6954263716986897,-3.5441324319695457,-0.8621663409030236,-8.002659093734785,-8.715648570184559,0.3051865755443727,-8.504511429160116,-0.1044483413453832,-5.959507637488155,-1.1181263922739135,-0.5606878930912382,-1.8967093188391833,-0.9235239297294455,-4.407566464466925,-4.470299461795914,-3.140073345441704,-14.313177127161433,-11.960265457475185,-15.019590869245436,-12.21027125700374,-13.389908959217006,-9.150630060844055,-8.279970755777043,-8.693863192973538,-12.906160473282595,-10.244770546253864,-17.54949764149146,-18.63255425602761,-5.85700536411452,-17.936784676587976,-13.768673320879312,-14.292301733776874,-12.975185635333093,-10.431388379372773,-13.699938548606623,-12.611150382319408,-17.86628443791875,-14.617377742767449,-12.001848292605903
2025-11,-3.610622236317514,-2.2799579087157387,-6.955817634842317,-3.2048509845721274,-4.624315755242974,0.519871187355376,-1.2057845619434553,-1.7708713808359744,-3.725641269596057,-0.3956654672680897,-9.657475206166,-6.8950198263392295,0.24417982551124975,-9.335993385225969,-0.36340015542833615,-6.321054923165736,-1.3585598704954909,-0.7622541040005101,-1.6176722995815962,-1.0119936328258843,-4.2081531030988355,-1.5132604309469309,-3.187743730101097,-12.583149366226891,-11.445487893465833,-15.761325953339206,-12.300287650680017,-13.242199336982223,-9.082651354369927,-8.551493166949177,-8.905948776098572,-13.598628299722014,-9.647213926828567,-20.99628229708459,-15.512142362422162,-6.01761879371244,-19.716713286547144,-14.354029630750786,-15.172536140743157,-12.621191677871025,-10.684646541730299,-13.829173970737145,-12.611821531012094,-19.143162104859734,-12.267843976620576,-12.582161017086733
2025-12,-4.50640964025945,-2.5316483943128634,-7.418913314734743,-4.467310745655697,-5.741283933631613,-0.364636236499475,-1.6749360274055851,-2.8062787243058396,-3.9540888340793754,-1.3256369715240306,-11.350733731366427,-8.440759829994397,1.632231435849574,-11.14521317665352,-0.6994047405400835,-7.738954903117347,-2.833837432952497,-1.867164838882749,-2.3112543509017307,-2.5489443948553268,-5.560120792123625,-4.044396083290201,-4.534912640637683,-13.836769338283268,-11.777697647054813,-16.850520113688997,-13.315732429451707,-14.306521183878433,-10.431915526418276,-9.084870365284779,-9.891418545533302,-14.256197152998082,-10.165350286020828,-22.77113354321892,-16.943077948816402,-5.193751403560755,-22.06831731791684,-14.074961744184145,-16.28716418952237,-13.432665271947725,-11.306622030285789,-14.561995522413385,-13.35343294033486,-19.914642089669744,-13.476665505937476,-14.245333354462808
2026-01,-3.5023254089106697,-2.819575987033109,-6.442485552532908,-4.349192292173331,-4.223180909214554,0.02875512573777718,-1.633760056543251,-2.717022265989579,-4.676997687555937,-1.6916850626678523,-11.458894606949668,-6.865721645683276,0.034550861015956,-11.089714259532562,-0.7592707565818455,-7.295537235570082,-2.9617095954715724,-1.4367472668788182,-2.6032095687244374,-2.2640116427463104,-4.918994758551969,-3.7507811139056275,-4.200763843447911,-12.591716857754843,-12.109763616711785,-15.523812205313043,-13.536174116625904,-12.940357904861735,-9.751471749466226,-9.025930949224117,-9.778832382662625,-14.513634270883072,-10.771667299002829,-22.706952941892904,-16.376434362847245,-6.128525477423956,-22.091330888840265,-14.140376545807408,-16.07714555753951,-13.108658336751715,-11.304965986908336,-14.473748282580042,-12.972587846881542,-19.556563043116643,-14.162669865005627,-14.642747243849913
2026-02,-3.43624627056116,-2.681349694044227,-6.195153510883799,-4.088748170063313,-3.671122619498502,0.5797127806488268,-1.1280743756550622,-2.4044951280625235,-4.532797130751355,-1.200304842357233,-11.220892808606047,-6.676831479193695,-0.03996764820396026,-11.03550964099694,-0.6431598326181664,-7.163201755196095,-2.7791755195331707,-1.195211837120043,-2.6554540474985124,-1.7878503466157338,-4.710335147445745,-4.078462799381937,-4.30860433800676,-12.489130489712778,-12.391011693976743,-15.123018837632603,-13.346038702181314,-12.390183238028332,-9.304747472548199,-8.781587834780865,-9.42893246300673,-14.247805104453256,-10.69290754574794,-21.540201355814254,-15.964178325188634,-6.090821822151416,-22.405005683407623,-14.623045864239856,-15.471440153141108,-13.304343411416685,-11.330655918599577,-15.07950894483228,-12.751349014975567,-19.103339229477704,-14.921540158562987,-14.212387163153332
2026-03,-2.41666151506574,-2.501990281444447,-5.798115849205542,-2.819819118760278,-2.9878801248618734,0.6318179819805392,-1.0185655928987307,-2.1505546471379837,-3.6919326680959985,-0.9384036155708471,-10.176709683335893,-4.227086172932393,0.1765415878439272,-9.369079491461054,-0.6470953418623561,-6.888772041459138,-2.6405691982902857,-0.9126904617586331,-2.4065405566912057,-1.652748812968504,-4.097849337503319,-3.753543797304423,-3.854005053805623,-11.636660757507205,-11.834160749888666,-14.803560677892664,-12.407259235038817,-11.480036259443384,-9.159412407602314,-8.611336549075975,-9.22347119709868,-13.227137646428098,-10.076434709223292,-20.611818729462364,-13.670001824451063,-6.062683881654758,-20.08170651965088,-14.401684200417481,-16.194201583070004,-13.033492478688398,-11.11839042527621,-14.918445600384981,-12.473840521471462,-19.575931088610545,-14.33410618423056,-12.996312285528674
2026-04,-2.4435325844541227,-2.487620250381486,-4.347563511279865,-2.7226777999244964,-2.359209421174407,0.6740375172808886,-1.1775228338188561,-1.8736957363366489,-2.8043714766198167,-0.5045235378498998,-4.784473385581396,-3.095755905181165,0.0750849695598085,-6.552969559836755,-0.5342628394194484,-11.228637458179577,-2.9037146916424237,-0.5281015411077287,-2.429031272152395,-1.2121960192816676,-2.3068087285573022,-2.724800184072821,-2.3276768686182363,-11.906983527956228,-11.905235528958386,-13.534185941274613,-12.060535116624381,-10.750406704214909,-9.012499008809892,-8.420833873424614,-9.083616778763625,-12.45617553100528,-10.067554884447471,-15.452483520636246,-11.558851401727859,-6.038695182204648,-16.008536857632347,-14.128608993357767,-20.93748382365321,-13.724669058795033,-10.097743152697591,-14.79556526712248,-12.414358015884279,-16.32289949880749,-13.999060089405713,-11.454756699652773
2026-05,-1.9931127948281508,-2.225085105724281,-3.358911009682762,-2.304182872070566,-1.9145665724866083,0.6329847970884102,-1.2581504935905627,-1.6934276638893553,-2.1752232723861438,-0.9082415298079802,-3.534470963339796,-0.8662724309723009,0.0826141653785302,-4.746693938746434,-0.5428437089489513,-7.39208802945585,-4.486867831805643,-0.240878982395535,-2.074499844786625,-1.4832461221392452,-1.7944157747494827,-1.676084803814231,-2.906614696245849,-11.56524491873681,-11.599096353187587,-12.254735179791941,-11.87743400038882,-10.51203682562,-8.904493557300938,-8.202595175030911,-8.983112360725322,-11.851212327353565,-9.950587988275085,-13.573805100605345,-10.055910136399532,-6.000304560970477,-14.095269170692607,-14.042869694424663,-15.781207071617539,-14.300863323193493,-9.585548485190305,-14.345630370384132,-12.348271271738215,-15.621530543399063,-13.354661775772904,-11.268033413496989
2026-06,-1.041230958025385,-1.7702394583482641,-2.3499423329262865,-2.121621293176183,-1.2373726751918332,0.6021398861353561,-1.052365944683467,-1.703370558837369,-1.961026153150506,-0.5033764486302813,-2.601140339961071,-0.014699336593157121,0.1145525978130702,-3.898945321296215,-0.08299559361037849,-4.7743246360074085,-4.437203921276966,0.6646179283109727,-1.3770921694177,-0.9818719469035841,-0.5195310402666344,-1.5822823888263349,-2.7669086921004076,-11.09003889254922,-11.595287415889347,-11.315214616835199,-11.925822187391159,-9.99701598388405,-8.893274997731737,-8.046209110006973,-8.849151490203692,-11.44975668997153,-9.658224996683487,-12.914193659846983,-9.97779994089781,-6.104491786456025,-13.137014633976134,-14.027028138313494,-13.871337418736953,-13.891207885801588,-9.013589531089632,-13.743461476865214,-12.224403730259203,-14.82513950077096,-13.353195619833333,-12.481373157076629
2026-07,-1.4066513790776283,-2.1263611222258603,-2.0583818085706964,-2.3236486784008337,-0.8570685462494864,0.6599656633226544,-1.0550006066319424,-1.506376222124891,-1.9461244106276476,-0.7169404601023077,-2.252414966668647,-0.13920234298864137,-0.1427781636474995,-3.4886703432152415,-0.27024654196119835,-1.0776425309654427,-4.426237390342387,0.5197433283436387,-1.215024352982848,-1.094481454949347,-0.06940481924865052,-1.7115365059053753,-3.4906703287204324,-10.919266859026207,-11.624780194551537,-10.947254755875685,-11.720344208959418,-9.464808816720703,-8.763333355240345,-8.136083761888441,-8.839817093251773,-11.627642472258877,-9.992948821777667,-12.199505276958291,-10.422974669179592,-6.195534912167011,-12.927371339359587,-13.706526522306643,-10.293120299905743,-14.141359872427097,-8.989515975159074,-13.45674819850484,-12.04851834393679,-13.756020018096185,-13.648310602065646,-12.712492152303133
2026-08,-1.0208887703058374,-2.095962348970817,-2.107005335084419,-2.52272588189936,-0.7494967431035967,0.7571348623501271,-1.088224569293781,-1.6910868570254172,-2.136835743669917,-1.805005919372533,-2.038463750140932,-0.5395859069365232,0.027597679918646263,-4.457563341498766,-0.17093352976885462,1.011566745431112,-4.620387456092276,0.22157044666064418,-1.9089114321520533,-1.275511706423648,0.1604011619384081,-1.7163025094546893,-5.114244483167331,-10.64488539687608,-11.594773410475806,-10.50758525663822,-11.491226341072151,-9.443637668757013,-8.593874665202835,-8.098279601713877,-8.972860529411184,-12.187535386946047,-10.512404949826825,-11.862860183634412,-10.282781280937039,-6.226891899767796,-13.426212753583018,-13.535627389707367,-7.131762642362079,-14.205584774488276,-9.185073311834811,-13.681964159942048,-12.010248281990068,-13.682475652300795,-13.511577935504379,-13.513074339866714
2026-09,-0.7641299349487658,-1.938844897277525,-2.3288771605882626,-2.28207905511869,-0.8419582865242858,0.7739202764030031,-1.1037807356547518,-1.6975618755947992,-2.930738455290293,-1.9688138582028563,-2.0044459617437287,-0.7290038849444366,0.17897569700991145,-5.001701992251558,-0.3678711544850479,-2.066285243045239,-4.985510050259568,0.12375042584878855,-1.8662128383490797,-1.3623300091780177,0.40648995476096267,-1.1629592495139012,-4.737674958408283,-10.539657134282434,-11.70025413755853,-10.792150663295166,-11.707947698151647,-9.42202228059756,-8.655423449718768,-8.04206461110298,-8.990981998667646,-12.526126994107747,-10.888189428181448,-11.893992090584648,-10.424289160547717,-6.1830858478670825,-13.711527751531035,-13.674518272716824,-10.95812300700856,-14.270016593956587,-9.321761056677138,-13.829126448433966,-12.277290593114756,-13.795789670505586,-14.0735105194355,-13.725099251965469
