d,hall:west_halls,ring:builtup
2020-11-08,0.0,0.0
2020-11-11,0.0,0.0
2020-11-13,0.0,1.608239433173173e-05
2020-11-16,0.0,9.099546036137828e-06
2020-11-23,1.0,0.9952383472463038
2020-11-26,0.9989551606867257,0.995753668062876
2020-11-28,0.9865907349017605,0.9819074606014415
2020-12-01,0.9928203234987011,0.9878044069148122
2020-12-03,0.9922361388657237,0.9870738162809746
2020-12-06,1.0,0.9952375201652346
2020-12-08,0.9888958042634715,0.8943669299225826
2020-12-11,1.0,0.9835401796022375
2020-12-16,0.9455054140698651,0.8101228181771105
2020-12-18,0.998171129980405,0.887691110891544
2020-12-21,0.9998821802371187,0.975136219971473
2020-12-26,0.8941372423822911,0.9255188362780418
2020-12-28,0.9098711716435893,0.9061230195522888
2021-01-02,0.0,0.45584838509780123
2021-01-12,0.9215459709293535,0.9558271542947847
2021-01-15,1.0,0.8427584289742267
2021-01-17,0.2985326189714109,0.7653645547621297
2021-01-20,0.7862918851887252,0.6996898325305314
2021-01-22,0.3578925349718931,0.3557834845472799
2021-01-30,0.05697476794352225,0.12653173714993177
2021-02-06,0.0,0.0009532126289852187
2021-02-09,0.0,0.00203567554453873
2021-02-21,0.0,0.00011798589826156976
2021-02-24,0.0,0.00046352807610445016
2021-02-26,,0.012578616352201259
2021-03-01,0.7496908480843125,0.26595917762066995
2021-03-03,0.0,0.003015638688250246
2021-03-06,0.0,0.0006189161708682891
2021-03-11,0.0,0.0
2021-03-13,1.0,1.0
2021-03-21,0.9157849575464864,0.7612025032977574
2021-03-28,0.0,0.0
2021-11-01,0.0,0.0
2021-11-03,0.0,0.0
2021-11-08,1.0,0.9994899838641121
2021-11-11,1.0,0.9998460142139598
2021-11-13,1.0,0.999589595073238
2021-11-16,1.0,0.9985979732576928
2021-11-21,1.0,0.7765437132332472
2021-11-23,1.0,0.8438808293402851
2021-11-26,0.9786638776310628,0.7845434101256432
2021-11-28,0.9832754080218309,0.7956958965100637
2021-12-01,0.9703987449339784,0.8418636539949587
2021-12-03,0.7457811478624659,0.5706586631837378
2021-12-06,0.41841809386848106,0.3795452552727535
2021-12-08,1.0,1.0
2021-12-11,0.26251666884560176,0.3056342266898421
2021-12-13,0.257764413648844,0.2949888809652966
2021-12-18,0.0,0.2223618496346547
2021-12-21,0.0013352906459887584,0.19652498008862745
2021-12-23,0.0,0.21415077319429637
2021-12-26,0.0,0.18614260899332016
2021-12-28,,0.07894853233867517
2022-01-02,0.0,0.10964507723065706
2022-01-05,0.0,0.08322275340930928
2022-01-07,0.0,0.1638630321868362
2022-01-10,,0.21596117731132933
2022-01-15,0.0,0.19653251011251027
2022-01-17,,0.06573074859250302
2022-01-20,0.9858843066703571,0.879221980718812
2022-01-25,1.0,0.9788607256632702
2022-01-27,0.8626164488854725,0.38267714052407353
2022-01-30,0.0,0.022565040410595247
2022-02-01,,0.5417155439318475
2022-02-04,0.14118462071354346,0.06921316704474537
2022-02-06,0.7380521285106743,0.17458422689167263
2022-02-09,0.9813308929271799,0.8196718306853966
2022-02-11,,0.0
2022-02-16,,0.46445225625941605
2022-02-21,0.9723443028543017,0.7627716115807015
2022-02-24,0.020116031091281534,0.03571946706374561
2022-02-26,,0.05076764535576487
2022-03-01,0.0,0.011015300270160209
2022-03-03,0.0,0.014789655935101793
2022-03-06,0.0,0.004269407192754503
2022-03-08,0.0,0.0025362593577507235
2022-03-11,0.0,0.0
2022-03-13,,0.0
2022-03-21,1.0,0.9997118969719965
2022-03-26,0.43812785985096236,0.42415051057854014
2022-03-28,0.0,0.002500420700465948
2022-03-31,0.0,0.0
2022-11-01,0.0,1.60770122934293e-05
2022-11-03,0.0,0.0004493498695266124
2022-11-13,1.0,0.9992788753727571
2022-11-16,0.0,0.0757425112967372
2022-11-21,0.0,0.0004885592148720114
2022-11-26,0.0,2.3079157891307115e-05
2022-12-03,,0.008641948236025859
2022-12-08,0.0,0.0027265180613185607
2022-12-18,,1.0
2022-12-23,0.03527784595246862,0.044244042371241896
2022-12-26,0.001643124271797202,0.04640301637049707
2022-12-28,0.0,0.02443202042159846
2023-01-02,0.0,0.01651429365635928
2023-01-05,0.0,0.0042962011545765195
2023-01-07,0.0,0.0017393473741554046
2023-01-10,0.0,0.0005990788173837747
2023-01-17,1.0,0.9985682662487809
2023-01-22,0.9979526735520984,0.7173822214067735
2023-01-30,0.1200910770265694,0.03270161652870093
2023-02-04,0.0,0.0027586907079141555
2023-02-06,0.0,0.00126247893657016
2023-02-16,0.0,0.007465829997716911
2023-02-19,1.0,0.997757267956697
2023-02-26,0.0003333769120146437,0.007239563514473385
2023-03-01,0.0,0.008975854961594804
2023-03-03,0.0,0.00019037636287078599
2023-03-06,0.0,0.003628534155463424
2023-03-16,0.0,0.0
2023-03-18,,0.001842745184473246
2023-03-21,0.0,0.0
2023-03-26,0.0,0.0012835844292939135
2023-03-28,0.0,1.6072055246523893e-05
2023-03-31,0.0,0.0
2023-11-01,0.0,0.0
2023-11-03,0.0,0.0
2023-11-06,1.0,0.9992159898172879
2023-11-08,0.0,0.0434509206010823
2023-11-11,0.0,0.004559402202541986
2023-11-13,0.0,0.0008399132638590265
2023-11-16,,0.7679324894514767
2023-11-18,0.0,0.00229480690470772
2023-11-23,,1.0
2023-12-01,0.5964809844732805,0.7969683956289955
2023-12-03,0.9705451693031769,0.8806858380659564
2023-12-06,0.17910576545953788,0.04372704687659028
2023-12-08,0.0,0.0014801190001249326
2023-12-18,1.0,0.9999636228903084
2023-12-23,1.0,0.9996913055946751
2023-12-26,,0.9932375994644709
2023-12-28,1.0,0.9987700231431715
2024-01-02,1.0,0.9994450788196987
2024-01-05,1.0,0.9915242059374804
2024-01-07,1.0,0.9143086298413597
2024-01-10,1.0,0.987911826630421
2024-01-12,1.0,0.9900810846729333
2024-01-15,0.924879294192738,0.4415939342750319
2024-01-20,1.0,1.0
2024-01-22,,0.9319234949753056
2024-01-25,1.0,0.990146238355939
2024-01-27,1.0,0.8764154624225431
2024-01-30,1.0,0.999033341948824
2024-02-06,1.0,1.0
2024-02-09,1.0,0.9549539235207225
2024-02-11,1.0,0.9984569857733555
2024-02-16,0.9481605438619428,0.45518896419648697
2024-02-26,1.0,0.12040900732126546
2024-03-02,1.0,0.9708695139950303
2024-03-07,0.9308580981610399,0.31247623493061527
2024-03-12,0.0006940361878633483,0.006296652955036456
2024-03-17,0.0,0.0
2024-03-20,0.0,5.830322236861464e-05
2024-03-22,0.0,6.325838491725846e-05
2024-03-30,0.0,0.0
2024-11-02,0.0,0.0
2024-11-05,0.0,0.0007648142062054344
2024-11-07,0.0,0.0006528677957754396
2024-11-10,0.0,0.0007015350811902861
2024-11-12,0.0,0.0007672509141315421
2024-11-17,0.0,0.000885267248903122
2024-11-20,0.0,0.0006236015915339198
2024-11-22,0.0,0.000835906631793775
2024-11-27,1.0,1.0
2024-11-30,0.9998823375604655,0.9924733290962269
2024-12-02,0.0,0.04170849092114932
2024-12-05,,0.9109891373554981
2024-12-07,0.44216934883257286,0.8775497989312979
2024-12-15,0.6680507255850462,0.49110592537487685
2024-12-17,,0.5462852765195618
2024-12-20,1.0,0.7641547138302265
2024-12-22,0.17009739933728274,0.3445296041501499
2024-12-27,0.0682782063014776,0.2056876864012207
2024-12-30,0.23254949613346432,0.0789531865460426
2025-01-01,0.049990848476925295,0.1481038531711038
2025-01-04,0.0,0.0019263335340465731
2025-01-06,1.0,0.9839161825012119
2025-01-09,0.918457226744962,0.30621332641568333
2025-01-11,0.9956700222251278,0.9790042870074425
2025-01-16,0.9206652392601362,0.7075694306487925
2025-01-19,0.4464191397568326,0.2840641809260753
2025-01-21,0.42048241600209346,0.20895811387184005
2025-01-24,0.01788792353999649,0.013157150779350878
2025-01-29,1.0,0.9992498613725576
2025-01-31,1.0,0.994221549518268
2025-02-10,0.0562236703263067,0.0267809837934008
2025-02-15,0.0,0.026362842002022803
2025-02-18,0.0,0.007944995340218995
2025-02-20,0.0,0.0016672526872190366
2025-02-25,0.0,0.0016065589607138582
2025-02-28,0.0,0.009951962479489453
2025-03-05,0.0,0.008059166868450382
2025-03-10,0.0,5.540068800038048e-05
2025-03-12,0.0,0.0022526399752471125
2025-03-15,,1.0
2025-03-17,1.0,0.9980324096928734
2025-03-20,0.0,0.0009768433012805906
2025-03-22,0.0,0.0
2025-03-25,0.0,0.0
2025-03-30,0.0,6.851311143921773e-05
2025-11-02,0.0,0.0006238816777551608
2025-11-04,0.0,0.0005059990558617423
2025-11-05,0.0,0.0
2025-11-10,0.0,0.0006463489984706029
2025-11-12,0.0,0.00042732828544063276
2025-11-15,,0.0
2025-11-17,0.0,0.0010053234515320496
2025-11-20,0.0,0.0004894213655878592
2025-11-22,0.0,0.0005780146014771034
2025-11-25,0.0,0.00046066860148444495
2025-11-27,1.0,0.9995734027484917
2025-11-30,0.005685139023368691,0.02799670279878048
2025-12-05,0.037659824813701295,0.037607947364216424
2025-12-07,0.0,0.005461919779600844
2025-12-14,1.0,0.9993815574428344
2025-12-15,1.0,0.9991059814976239
2025-12-17,1.0,0.9907626300420589
2025-12-20,0.04534139402560455,0.025139542664274588
2025-12-22,0.038618709035255466,0.43397575792350995
2025-12-25,0.348074258072952,0.23122022564249517
2025-12-27,0.11468296509347672,0.13926173630822927
2025-12-30,0.008681922374246361,0.019057507484272863
2026-01-01,0.0006667538240292874,0.03522898544566932
2026-01-03,0.0,0.0045869776482021386
2026-01-04,0.0013335076480585747,0.013114746409600638
2026-01-06,0.0,0.009249364283370715
2026-01-11,0.7758608968492604,0.9526602564156985
2026-01-14,0.0013335076480585747,0.05868065496672126
2026-01-16,0.0065831646219873564,0.006686856370687279
2026-01-24,0.0,0.005019909616218079
2026-01-26,0.0,0.0030692871893311744
2026-01-29,0.0,0.001795387754469812
2026-01-31,0.0,0.001405461944891583
2026-02-03,0.0,0.00027566211406206034
2026-02-05,,0.0
2026-02-08,0.0,0.0012044041344364412
2026-02-10,0.0,0.003681099986000064
2026-02-13,0.0,0.001884972824931885
2026-02-15,,0.0006376657931062076
2026-02-18,0.0,0.0009439770561825377
2026-02-20,0.0,0.0
2026-02-23,0.0,8.187563340860772e-05
2026-02-25,0.0,0.0
2026-03-02,0.0,0.0
2026-03-07,0.9679958164465942,0.6748755000273223
2026-03-10,0.0,0.0014839250128055523
2026-03-15,0.0,0.003036316004636821
2026-03-22,0.0,3.2162837291989995e-05
2026-03-25,0.0,1.6072055246523893e-05
2026-03-30,0.0,0.0
