ym,hall_A_original,hall_B,hall_C,hall_H_east,hall_H_west
2021-05,0.3662845638272315,0.3302739746371195,0.2919591096080696,0.28422850122138266,0.3637457929272756
2021-06,0.3642377666689082,0.3211602810708199,0.27977784412787093,0.2885974414721406,0.3689171749456207
2021-07,0.3367695438887518,0.294519391820342,0.2640458676636694,0.2666961977782411,0.33937484419370184
2021-08,0.3207049948814516,0.2864302793597292,0.25216009684000384,0.26061063869279766,0.32679195463759997
2021-09,0.3123401447391039,0.27103300176920314,0.2416210129382685,0.25346075213235314,0.3235206650336093
2021-10,0.3226114009131193,0.2877683813084357,0.24752627784733824,0.2528300822621653,0.3253966476591728
2021-11,0.3041959966972289,0.2837847102768737,0.23546995216372324,0.23260553746241489,0.32272608012142906
2021-12,0.27577213940385736,0.24297161462368938,0.21375611408324507,0.21321525281343418,0.27342670680705056
2022-01,0.32521785775665635,0.28966731042409216,0.24257983112831175,0.22975503134747563,0.3177450165525278
2022-02,0.31968497650107286,0.28289462620744876,0.2400861619195219,0.2323519829737136,0.3109109915239758
2022-03,0.2958007204577502,0.2424103165829723,0.2470311621676049,0.2555186531305732,0.324873258606839
2022-04,0.32477058814738413,0.27586814498424506,0.2537236853779767,0.2501744217466736,0.32916063740346585
2022-05,0.33535436907350524,0.26844784273464517,0.23041807510686174,0.23448448406657174,0.34027290537550237
2022-06,0.3479485290711142,0.2941627240559948,0.25988929418872436,0.2542727548359713,0.35186612905964165
2022-07,0.3480603099524011,0.2917192300738673,0.2564157969161801,0.2548448234143978,0.33978219093316964
2022-08,0.33712509844799615,0.2837873243710935,0.2463251995610388,0.24736117660630863,0.3324144333197466
2022-09,0.31862582494563874,0.2600952722248053,0.24473393836446056,0.24286346425470803,0.3196080868584493
2022-10,0.3095854080267806,0.2475602300609535,0.23250187959501148,0.23340870556149643,0.3071373419909575
2022-11,0.3154502047419429,0.26162041008058295,0.22712762304196707,0.1556223760457754,0.22787896840289984
2022-12,0.29790793771427615,0.3805303907016311,0.24350622948713446,0.19483277589909193,0.24520794921410524
2023-01,0.20111791778755317,0.10450777491408933,0.21950488432026663,0.1778057747971262,0.19640350160194975
2023-02,0.32802339475591613,0.27999837446407383,0.23521436781105998,0.22618955542493854,0.3139180570520763
2023-03,0.30876728080405424,0.23129089650935292,0.1764822996444778,0.20247705212828943,0.3397162844317463
2023-04,0.3769191467342164,0.3215615277454932,0.27912345407143246,0.2690796108298541,0.36211512931956347
2023-05,0.3513694689786067,0.3005906601903505,0.25057228764808365,0.2551185319856656,0.34357635517513624
2023-06,0.34165866491814073,0.2905625290562531,0.24471333695242942,0.25541559845651224,0.34122257614095386
2023-07,0.3383314488107781,0.28619729647709075,0.24447869913929726,0.2523710289130362,0.33842395737909137
2023-08,0.3206291323873359,0.2881015480525853,0.24222814610190307,0.25108315977229284,0.33384829033442726
2023-09,0.2920560410081674,0.2659565851154501,0.2268997956961946,0.23565244124289547,0.30794520709828366
2023-10,0.3070079199264725,0.25880897854357154,0.22068699752208673,0.2232396914207454,0.3097261640240466
2023-11,0.27072121782878594,0.2340872533446977,0.20909279683153983,0.1856490216392977,0.24000107542353877
2023-12,0.24532894713155054,0.20419948215300368,0.170521106480225,0.1367161204175771,0.19663232686432863
2024-01,0.12133545730492615,0.12583192653888547,0.11760549130150058,0.1054706325621021,0.19213952150258498
2024-02,0.30518164601705944,0.18299300586852457,0.23876671333809985,0.21820343979495263,0.2812536786159637
2024-03,0.3268499349374267,0.27293954071749593,0.22860140415086982,0.22273172994582427,0.3202421609893041
2024-04,0.3280054678801736,0.29359838544088024,0.2514008649347541,0.2583853413022033,0.3449850736019132
2024-05,0.31236288603943885,0.30239194754377796,0.24590800112075245,0.2603600715689709,0.34419742342858634
2024-06,0.32116914299804983,0.31009806323932004,0.25867508485904495,0.2767727944732601,0.35331160250796734
2024-07,0.31030344698752865,0.2851891993065241,0.24381619341149421,0.26553655038742496,0.33956825835932913
2024-08,0.3463407100211468,0.2860702192778553,0.24483809010965288,0.25808809698120644,0.3377108977644336
2024-09,0.39423421731040853,0.2739195487241077,0.22672073771185583,0.2412292347193074,0.3141882950560335
2024-10,0.3910281482809899,0.27890022793016156,0.22482782501087176,0.2390101620839746,0.30581242361018646
2024-11,0.10320201869953252,0.2523177754274293,0.20293745735158067,0.20582670163030564,0.2943882494451806
2024-12,0.09663373465583502,0.2352188914070975,0.18735917948446112,0.19704498779685192,0.25571959168007474
2025-01,0.34819211808118095,0.24717802846867087,0.19678715422876794,0.19331963828015586,0.2593561226864462
2025-02,0.3933134397393651,0.2491936541143656,0.2174475051559085,0.21583389853445573,0.3098638622205542
2025-03,0.4012467924993831,0.27457146595252846,0.2156930436013506,0.22723705775951725,0.30942975816225915
2025-04,0.420929612484775,0.2893605151350793,0.2401967267611719,0.2466184865802632,0.3422920409986134
2025-05,0.42845001158211743,0.30234426139005127,0.2335785320479707,0.2530771498422644,0.3291632763243032
2025-06,0.4350368965156505,0.2970484910119324,0.24183298776803921,0.2579413939014776,0.3367417256867517
2025-07,0.4382125184006217,0.30956399558990644,0.24306334147629946,0.2602390663939386,0.347044627927968
2025-08,0.41929989659840494,0.2879650378622548,0.23078670244901892,0.2347991020231285,0.319691026929301
2025-09,0.40105005043825226,0.2753136265754945,0.2193688859897207,0.23128264818504085,0.31692274872846193
2025-10,0.4002216197030494,0.2693219946149079,0.21415136620873437,0.22618222482033812,0.3128665967169365
2025-11,0.21381182335487098,0.19887827100136196,0.18768060398463024,0.22350609541642097,0.30901138782743587
2025-12,0.321422456068981,0.18331615350016095,0.14126377722446934,0.13618078237356623,0.11908816930952323
2026-01,0.3646794361377003,0.24482429522444346,0.19365831005729267,0.1847806599608658,0.25386911974990306
2026-02,0.31957205567887287,0.25366291562927695,0.16691825863110624,0.15576755767285266,0.25217663180757866
2026-03,0.3944508481098736,0.25863174231985897,0.2059786992852286,0.20574800090515002,0.3034524179806785
2026-04,0.41844853952858946,0.29035360136112404,0.23855521718953857,0.24373324340993122,0.31835934992487114
2026-05,0.4158446182384721,0.2875826596243351,0.23472496795774733,0.24060083837303708,0.32588937638470183
2026-06,0.44676619815134444,0.30684604931814635,0.2487212252682947,0.2605307106167297,0.3521330036279699
2026-07,0.42564530457232097,0.2867614617232296,0.23293894979088045,0.25089111762365573,0.3326417385332887
2026-08,0.39279023664880763,0.28045143118187926,0.22916293170123775,0.24484427426046138,0.31396164858062603
2026-09,0.39795495770659156,0.2754852194069941,0.22314531867015724,0.21391091173223573,0.31721641733623357
