ym,epoch_building_000,epoch_building_001,epoch_building_005,epoch_building_007,epoch_building_009,epoch_building_012,epoch_building_016,epoch_building_026
2023-10,0.7432030082929817,0.7520719408766561,0.8731899568544148,0.7926505150496013,0.7703905634584987,0.3656840567375886,0.20638416266849446,0.3781772280701754
2023-11,0.7019542919452997,0.7688672976554536,0.8518893375900821,0.7276016921547472,0.7457032081677986,0.3552856879432623,0.22855094661488073,0.35911326666666665
2023-12,0.6494836756275395,0.7319662701325178,0.7483776371308013,0.6713380002145689,0.6839671963774615,0.36782764184397154,0.21115001903891556,0.36532706666666664
2024-01,0.5869076826032917,0.6601273047910294,0.6520770172883757,0.6209765425048123,0.6339980520312699,0.3616914184397162,0.18204816997943793,0.3667470526315789
2024-02,0.573266378203689,0.6060161571980303,0.7267242311748177,0.6447746519464472,0.6173352882033287,0.3644046950354609,0.22579912116365847,0.3723363824561403
2024-03,0.4829526595053896,0.5156660876656471,0.5556142190358833,0.5407312519829939,0.5335369259686444,0.3621409787234041,0.2147224567816617,0.3723947368421051
2024-04,0.4222619691656927,0.4443161794087665,0.404679985810836,0.41784884827717483,0.41259206715365887,0.38311341489361694,0.22716456477039063,0.3821093122807017
2024-05,0.3454263278974418,0.330055152161509,0.3783486397722964,0.37415226431457166,0.3674858985860138,0.42066710638297866,0.22766883862615178,0.4243513824561402
2024-06,0.3488382627409513,0.33981069113149837,0.3760416153242969,0.35126928527613865,0.3621538696815774,0.41096960992907783,0.26889997106084834,0.4518177807046428
2024-07,0.3554150312610157,0.3484790958205911,0.3670448126076696,0.35980319359403945,0.36214939527398815,0.4617705744680849,0.26864660117279704,0.42278794385964896
2024-08,0.4029677557002654,0.39572341886988105,0.39822834845599464,0.40598952556211265,0.39952292280746726,0.4141318085106382,0.23868990632853554,0.4070154140350876
2024-09,0.4931420363258571,0.5527664036697247,0.533510451439453,0.5182776825940731,0.5107227989234909,0.36739632624113466,0.21335677556926363,0.36751181052631576
2024-10,0.5456504393964517,0.6726741922927212,0.7202732944998316,0.6939827484823485,0.6819793498227176,0.34457576595744677,0.21635922882717468,0.34449171228070175
2024-11,0.7017635155191926,0.8010502996941895,0.7840680637417883,0.7422827359276523,0.7367192813844995,0.3441415709219856,0.17626684639402937,0.34196104210526307
2024-12,0.6070742583625538,0.7390472375127422,0.6446535435569988,0.6202665651373821,0.6336554145841344,0.3208958865248226,0.15206649760109667,0.3478103929824561
2025-01,0.5819056575944791,0.6939000438328236,0.6101660720286768,0.6068084332762232,0.6134016190354137,0.31821474468085104,0.1822216015535755,0.34111755789473674
2025-02,0.6416604970412936,0.8135213867897947,0.8608652832358861,0.6056713118408135,0.6921655927122821,,,
2025-03,0.4775481540231166,0.503749643221203,0.4700212071991335,0.4648495462910085,0.4557742898030672,0.30779539716312054,0.2313845792399665,0.3426837278136378
2025-04,0.39286817313222405,0.35232901529051996,0.38577612486464263,0.4009656661801722,0.3913676662821991,0.35090091489361686,0.21572927880587922,0.35444596491228064
2025-05,0.29123824789892583,0.32634656472986734,0.32892138269668775,0.35760437845040943,0.3484740377632533,0.49353353191489346,0.21484876323204632,0.378716845614035
2025-06,0.2918569859557338,0.34734235474006103,0.31289878271909166,0.32945420394695096,0.32264531163227805,0.5347484964539004,0.22878924682050109,0.39540150877192964
2025-07,0.37543153373777866,0.40084607135575934,0.3052358799148649,0.30685763690589496,0.2968699175530779,0.5294557163120566,0.24086959409032052,0.37872351578947355
2025-08,0.42582844474128506,0.41296788583078475,0.36259292782196306,0.35538243120333374,0.3992328591567346,0.4941110212765957,0.17215164572385952,0.37298373516419187
2025-09,0.4763645535333299,0.5140845586136593,0.46648438445166307,0.5348817776085624,0.5531330599342132,0.41031468794326237,0.21876236082552739,0.2890471403508771
2025-10,0.7372760134320332,0.8854973659531091,0.6753990627683801,0.7243888317786664,0.7615160921013286,0.3639203475177304,0.22360920874267012,0.2583334877192982
2025-11,0.9383830429994893,1.16262830107729,1.0064335701403062,1.0625746981173796,1.1337924970267736,0.3222180379295108,0.31763128931536055,0.25193028070175427
2025-12,0.6830883406615833,1.0039687094801222,0.8119313431163877,0.835687695919792,0.9252973685334696,0.33092787234042553,0.28044547102277056,0.23095267368421046
2026-01,0.6186985955733666,0.9091158205912335,0.7447011295321307,0.7246468430737988,0.8278962717770036,0.32885526595744674,0.28567042951793475,0.22385525263157888
2026-02,0.6571698558468307,0.902755863404689,0.6657234027855568,0.6379632019798208,0.8503403776325344,0.35298037588652476,0.3222613022618231,0.3236183333333332
2026-03,0.4915716721396636,0.5975767420998976,0.46383284231358013,0.47541623199441585,0.5886404011277713,0.41332071631205664,0.36066044474906706,0.39196566315789455
2026-04,0.4557839260867144,0.5333200040774719,0.4367362589149022,0.45303762506081185,0.5324739096074158,0.4429684539007091,0.37578984997334536,0.43397992982456124
2026-05,0.40812368045119785,0.44990567176350676,0.40168223834061434,0.3895181515324576,0.4327830492545601,0.4906279787234041,0.3902778402254207,0.4980659631578944
2026-06,0.4041261980297213,0.4336605851172273,0.4105839289048202,0.3938896799712334,0.4250496390277244,0.5428613244680851,0.4517398111339578,0.5380988280701756
2026-07,0.37789017457932156,0.41376659531090726,0.3896696799970124,0.3742835247583392,0.4125791938997821,0.4984505921985815,0.40516614119259764,0.5315794877192981
2026-08,0.39063241312777136,0.44306087563710495,0.39689026175273495,0.3904572529982867,0.43884679290016637,0.45357268971631204,0.38963848831010583,0.487983343859649
2026-09,0.4436553366356841,0.5201136167176348,0.4421725439677382,0.44554127799987303,0.5060772267076765,0.42268033333333327,0.3788459523265555,0.46402102456140343
