ym,block_a,block_b,block_c,block_d
2025-08,0.13742882503973303,0.23381137070510777,0.2646554685546011,0.10099906805856546
2025-09,0.14045885144504788,0.22335724293832507,0.2473218542619278,0.09362983903225852
2025-10,0.12420952023808315,0.20841309432617186,0.23277325064902055,0.09502333073637642
2025-11,0.13354593141371882,0.20512500250545207,0.22638588901015286,0.1024411261205909
2025-12,0.13704966026695412,0.20384358466215188,0.2195991802007567,0.10878336256167839
2026-01,0.17497833333333335,0.3148091432940249,0.3204095284195466,0.15602722874936636
2026-02,0.148918476150564,0.21301586121793736,0.22966393723485956,0.1212300000551324
2026-03,0.16217103062428245,0.21945692709502837,0.24113563573586627,0.11863728889922993
2026-04,0.1707444063936316,0.23785087481710132,0.26177192236003655,0.12795302253513477
2026-05,0.17399472253177237,0.24457415104353125,0.274735152510202,0.1313284080481252
2026-06,0.16674622509659554,0.2379397085569716,0.27583229463780673,0.12075626890527788
2026-07,0.16775615824452564,0.24413734157910533,0.27676079946178417,0.11901688374691514
2026-08,0.1527292767841287,0.21174001413511231,0.24886499672765908,0.11196528424323797
2026-09,0.1361850379685332,0.21827042349565967,0.24171727185343356,0.09903949872671226
