PSTATABB,PNAME,ORISPL,LAT,LON,PLPRMFL,PLFUELCT,CAPFAC,NAMEPCAP,PLNGENAN,PLNOXAN,PLNOXRTA,nox_tpy,gen_gwh
NC,Lexington,56261,35.7736,-80.2594,DFO,OIL,0.0,3.6,-65.0,0.084,,0.084,-0.065
NC,Lexington Health Center,56067,35.830877,-80.242154,DFO,OIL,0.0,1.8,-39.0,0.037,,0.037,-0.039
NC,Lincoln Combustion Turbine,7277,35.4317,-81.0347,NG,GAS,0.00027,1753.6,4150.0,17.668,8.515,17.668,4.15
NC,Lincolnton High School,56341,35.477415,-81.262259,DFO,OIL,0.00133,1.8,21.0,1.109,105.619,1.109,0.021
NC,Long Creek Waste Water Plant,57630,35.3119,-81.1414,DFO,OIL,0.00526,5.1,234.999,4.305,36.638,4.305,0.23499899999999999
NC,Maiden Community Center,56342,35.5772,-81.2081,DFO,OIL,0.0019,1.8,30.0,1.062,70.8,1.062,0.03
NC,Marshall,2727,35.5975,-80.9658,BIT,COAL,0.37169,2119.0,6899395.0,6261.631,1.815,6261.631,6899.395
NC,"Mas Durham Power, LLC",57365,36.0311,-78.86,LFG,BIOMASS,0.34407,2.2,6631.0,0.0,0.0,0.0,6.631
NC,Mayo,6250,36.5278,-78.8917,BIT,COAL,0.18203,763.2,1216965.0,815.46,1.34,815.46,1216.965
NC,Monroe Generating Station,57505,34.985814,-80.506037,NG,GAS,0.00083,30.0,218.0,1.56,14.312,1.56,0.218
NC,Monroe Middle School,56343,34.973274,-80.540038,DFO,OIL,0.0,1.8,-18.0,1.184,,1.184,-0.018
NC,Morganton Station 5,56344,35.729,-81.748075,DFO,OIL,0.0,1.8,-32.0,0.056,,0.056,-0.032
NC,"Morganton, Parker Road",56064,35.7208,-81.66243,DFO,OIL,0.0,1.8,-40.0,0.056,,0.056,-0.04
NC,NCEMC Anson Plant,56249,34.968651,-79.921738,NG,GAS,0.03062,343.8,92218.002,53.891,1.169,53.891,92.218002
NC,NCEMC Hamlet Plant,56292,34.842311,-79.736087,NG,GAS,0.02548,343.8,76736.994,35.92,0.936,35.92,76.73699400000001
NC,NCSU CCUP Cogeneration Plant,61675,35.775583,-78.673723,NG,GAS,0.75521,6.6,43663.0,68.833,3.153,68.833,43.663
NC,NCSU Cates Cogeneration Plant,61676,35.784027,-78.674704,NG,GAS,0.77831,11.2,76362.0,119.804,3.138,119.804,76.362
NC,New Bern,56688,35.1681,-77.2267,LFG,BIOMASS,0.59316,5.4,28058.994,0.0,0.0,0.0,28.058994
NC,Ocracoke Hybrid,6377,35.109444,-75.979722,DFO,OIL,0.0,4.0,-101.0,0.401,,0.401,-0.101
NC,Onslow Power Producers,58558,34.7975,-77.543056,LFG,BIOMASS,0.62135,2.0,10886.0,0.0,0.0,0.0,10.886
NC,Pineville Delivery 2,56345,35.0767,-80.8816,DFO,OIL,0.0,1.8,-40.0,0.019,,0.019,-0.04
NC,Plant Rowan County,7826,35.7314,-80.6019,NG,GAS,0.41359,1192.0,4318637.005,196.1,0.091,196.1,4318.637005
NC,Reventure Park,58865,35.294444,-80.998889,LFG,BIOMASS,0.72935,3.5,22362.0,0.0,0.0,0.0,22.362
NC,Richmond County Plant,7805,34.8392,-79.7406,NG,GAS,0.43722,2244.8,8597616.995,395.074,0.092,395.074,8597.616994999998
NC,Rockingham County Combustion Turbine,55116,36.3297,-79.8297,NG,GAS,0.09294,977.5,795794.0,201.867,0.507,201.867,795.794
NC,Rosemary Power Station,50555,36.4517,-77.6594,DFO,OIL,0.00414,180.0,6533.0,7.559,2.314,7.559,6.533
NC,Roxboro,2712,36.4833,-79.0731,BIT,COAL,0.18031,2558.2,4040825.0,3088.878,1.529,3088.878,4040.825
NC,Salem Energy Systems LLC,54984,36.191241,-80.183458,LFG,BIOMASS,0.65766,4.5,25925.0,0.0,0.0,0.0,25.925
NC,"Shelby, Toms Street",56063,35.3036,-81.5225,DFO,OIL,0.0,1.8,-60.0,0.019,,0.019,-0.06
NC,Smithfield Farmland Corp Bladen,54823,34.74625,-78.807292,DFO,OIL,0.00025,28.5,63.004,1.083,34.379,1.083,0.063004
NC,Smithfield Packaged Meats Corp.,56035,35.694344,-77.91919,DFO,OIL,0.01174,2.8,288.0,4.67,32.431,4.67,0.288
NC,Smithfield Packaged Meats Corp.,58575,35.268333,-77.659167,DFO,OIL,0.01898,9.2,1529.78,15.309,20.014,15.309,1.52978
NC,Statesville Delivery No 3,56552,35.7972,-80.8542,DFO,OIL,0.0,2.2,-45.0,0.028,,0.028,-0.045
NC,"Statesville, Highway 64",56062,35.798462,-80.942709,DFO,OIL,0.0,1.8,-4.0,0.028,,0.028,-0.004
NC,"Terreva Wayne County RNG, LLC",57366,35.2889,-78.0703,LFG,BIOMASS,0.4244,2.2,8179.0,0.0,0.0,0.0,8.179
NC,University of NC Chapel Hill,54276,35.9069,-79.0617,NG,GAS,0.08476,32.0,23759.0,20.097,1.692,20.097,23.759
NC,Uwharrie Mountain Renewable,58526,35.332974,-79.964939,LFG,BIOMASS,0.41818,9.6,35167.002,0.0,0.0,0.0,35.167002000000004
NC,W H Weatherspoon,2716,34.587538,-78.97552,DFO,OIL,7e-05,163.0,104.0,17.824,342.769,17.824,0.104
NC,Wake County LFG Facility,59688,35.674,-78.854,LFG,BIOMASS,0.73463,9.0,57918.0,0.0,0.0,0.0,57.918
NC,Ward WTP,57607,35.9678,-79.9708,DFO,OIL,0.00137,2.0,24.0,0.504,42.0,0.504,0.024
NC,Waste Management Piedmont LFGTE Project,57169,36.193611,-80.040555,LFG,BIOMASS,0.47755,2.4,10040.001,0.0,0.0,0.0,10.040001
NC,Westside WWTP,57608,35.9403,-80.1106,DFO,OIL,0.0019,1.8,30.0,0.447,29.8,0.447,0.03
NC,White Street Renewables,60364,36.10447,-79.723622,LFG,BIOMASS,0.32217,5.0,14111.0,0.0,0.0,0.0,14.111
ND,American Crystal Sugar Drayton,54213,48.593158,-97.17608,SUB,COAL,0.81366,6.0,42766.0,32.16,1.504,32.16,42.766
ND,American Crystal Sugar Hillsboro,54210,47.437562,-97.06311,SUB,COAL,0.7883,13.3,91843.127,109.784,2.391,109.784,91.843127
ND,Antelope Valley,6469,47.370542,-101.83566,LIG,COAL,0.59047,954.0,4934549.0,3619.125,1.467,3619.125,4934.549
ND,Coal Creek,6030,47.377743,-101.157058,RC,COAL,0.673,1215.6,7166536.0,4208.292,1.174,4208.292,7166.536
ND,Coyote,8222,47.221447,-101.815722,LIG,COAL,0.65409,450.0,2578423.0,6463.765,5.014,6463.765,2578.423
ND,Hillsboro,56098,47.396944,-97.060555,DFO,OIL,0.00043,4.0,15.0,0.224,29.867,0.224,0.015
ND,Jamestown,2801,46.905665,-98.662183,DFO,OIL,0.00206,48.2,869.0,7.924,18.237,7.924,0.869
ND,Kindred School,56242,46.64974,-97.00953,DFO,OIL,0.00468,2.0,82.0,0.531,12.951,0.531,0.082
ND,Leland Olds,2817,47.280769,-101.321213,LIG,COAL,0.56662,656.0,3256107.0,5034.118,3.092,5034.118,3256.107
ND,Lonesome Creek Station,57943,47.796667,-103.57861,NG,GAS,0.36341,363.0,1155604.002,60.817,0.105,60.817,1155.604002
ND,Milton R Young,2823,47.065854,-101.213093,LIG,COAL,0.70047,734.0,4503896.0,8253.11,3.665,8253.11,4503.896
ND,Pioneer Generating Station,57881,48.2325,-103.95278,NG,GAS,0.58927,293.1,1512995.997,31.272,0.041,31.272,1512.995997
ND,R M Heskett,2790,46.8669,-100.8836,NG,GAS,0.03566,88.0,27493.0,9.424,0.686,9.424,27.493
ND,Spiritwood Station,56786,46.926423,-98.499713,NG,GAS,0.14272,106.2,132776.0,35.703,0.538,35.703,132.776
ND,Tesoro Mandan Cogeneration Plant,52133,46.8492,-100.8808,PRG,OTHF,0.47294,7.5,31072.0,17.142,1.103,17.142,31.072
NE,Ansley,2214,41.289185,-99.386336,NG,GAS,0.00107,1.5,14.0,0.26,37.143,0.26,0.014
NE,Archer Daniels Midland Columbus,57046,41.416442,-97.286328,SUB,COAL,0.46204,71.4,288991.0,73.715,0.51,73.715,288.991
NE,Archer Daniels Midland Lincoln,10862,40.866463,-96.614486,SUB,COAL,0.13022,7.9,9012.0,7.465,1.657,7.465,9.012
NE,Auburn,2215,40.3883,-95.8464,NG,GAS,0.00095,18.7,155.0,1.598,20.619,1.598,0.155
NE,Beatrice,8000,40.330184,-96.808153,NG,GAS,0.26776,247.1,579592.0,35.065,0.121,35.065,579.592
NE,Broken Bow,2221,41.4031,-99.6392,NG,GAS,0.00108,8.7,82.0,1.031,25.146,1.031,0.082
NE,Burwell,2222,41.780313,-99.136071,DFO,OIL,0.00102,3.9,35.001,0.652,37.256,0.652,0.035001
NE,C W Burdick,2241,40.9228,-98.3269,NG,GAS,0.00412,142.8,5149.001,2.152,0.836,2.152,5.149001
NE,Cambridge,2223,40.286178,-100.176836,DFO,OIL,0.00034,4.0,12.0,0.354,59.0,0.354,0.012
NE,Canaday,2226,40.6942,-99.7011,NG,GAS,0.02469,108.8,23527.0,39.086,3.323,39.086,23.527
NE,Cass County Station,55972,40.947913,-95.964026,NG,GAS,0.06963,345.0,210429.0,67.839,0.645,67.839,210.429
NE,Chappell,2230,41.092589,-102.471547,DFO,OIL,0.00747,1.1,72.0,0.121,3.361,0.121,0.072
NE,City Light & Water,7481,40.327952,-98.450252,DFO,OIL,0.00053,1.3,6.0,0.094,31.333,0.094,0.006
NE,Crete,2231,40.6253,-96.9601,NG,GAS,0.00158,6.0,83.0,0.664,16.0,0.664,0.083
NE,Curtis,2232,40.631453,-100.515161,NG,GAS,0.00057,3.4,17.0,0.233,27.412,0.233,0.017
NE,David City,2233,41.254652,-97.119202,DFO,OIL,9e-05,10.6,8.002,0.139,34.741,0.139,0.008002
NE,Don Henry,2243,40.583155,-98.420055,NG,GAS,0.00589,22.0,1135.0,4.339,7.646,4.339,1.135
NE,Elk City Station,7955,41.383889,-96.254444,LFG,BIOMASS,0.86949,6.4,48747.0,0.0,0.0,0.0,48.747
NE,Emerson,2235,42.276,-96.7292,NG,GAS,0.0005,1.6,7.0,0.121,34.571,0.121,0.007
NE,Falls City,2237,40.055,-95.6083,NG,GAS,0.00059,31.3,160.999,2.547,31.64,2.547,0.160999
NE,Franklin (NE),2238,40.0892,-98.9508,NG,GAS,0.00094,3.9,32.001,0.6,37.499,0.6,0.032000999999999995
NE,Gerald Gentleman Station,6077,41.0808,-101.1408,SUB,COAL,0.64316,1362.6,7676999.0,7182.865,1.871,7182.865,7676.999
NE,Gerald Whelan Energy Center,60,40.580872,-98.312437,SUB,COAL,0.38562,324.3,1095502.0,967.602,1.766,967.602,1095.502
NE,Hallam Peaking,2265,40.558652,-96.786177,NG,GAS,0.00491,56.7,2436.999,21.655,17.772,21.655,2.4369989999999997
NE,Hebron Peaking,2266,40.187928,-97.577857,DFO,OIL,0.00908,56.7,4510.0,37.806,16.765,37.806,4.51
NE,J Street,2250,40.80788,-96.710667,NG,GAS,0.01918,27.0,4536.0,29.972,13.215,29.972,4.536
NE,Jones Street,2290,41.251488,-95.922682,DFO,OIL,0.0098,130.0,11159.002,112.141,20.099,112.141,11.159002000000001
NE,Kimball,2248,41.2382,-103.6667,DFO,OIL,0.00073,9.6,60.999,1.101,36.099,1.101,0.060999000000000005
NE,Laurel,2249,42.430539,-97.090814,NG,GAS,0.0001,3.5,2.999,0.0,0.0,0.0,0.002999
NE,Lon D Wright Power Plant,2240,41.4281,-96.4623,SUB,COAL,0.34557,172.3,521579.0,537.6,2.061,537.6,521.579
NE,Madison Utilities,7469,41.829754,-97.456275,DFO,OIL,0.00051,5.8,26.001,0.485,37.306,0.485,0.026001
NE,McCook Peaking,2271,40.2214,-100.6508,DFO,OIL,0.00293,56.7,1457.0,12.376,16.988,12.376,1.457
NE,Missouri River Wastewater Treatment,55033,41.2033,-95.9292,OBG,BIOMASS,0.47839,3.0,12572.001,249.424,39.679,249.424,12.572001
NE,Mobile,6229,40.883013,-97.601363,DFO,OIL,0.00217,3.1,59.0,1.258,42.644,1.258,0.059
NE,Nebraska City # 1,2255,40.6806,-95.8475,NG,GAS,0.0,26.1,-1092.0,2.55,,2.55,-1.092
NE,Nebraska City # 2,7555,40.6661,-95.868333,NG,GAS,0.0,13.5,-740.001,0.835,,0.835,-0.740001
NE,Nebraska City Station,6096,40.6214,-95.7764,SUB,COAL,0.48945,1389.6,5957971.0,4234.216,1.421,4234.216,5957.971
NE,North Denver,2244,40.598839,-98.38863,NG,GAS,0.01595,39.0,5450.0,6.424,2.357,6.424,5.45
NE,North Omaha Station,2291,41.32909,-95.94466,SUB,COAL,0.27791,644.7,1569499.0,2476.713,3.156,2476.713,1569.499
NE,Ord,2294,41.604164,-98.926144,DFO,OIL,0.00056,12.0,59.0,0.951,32.237,0.951,0.059
NE,Oxford (NE),2295,40.2581,-99.6108,NG,GAS,0.00091,3.4,27.001,0.408,30.221,0.408,0.027001
NE,Papillion Creek Wastewater,55027,41.0772,-95.87,OBG,BIOMASS,0.52527,1.5,6902.001,102.391,29.67,102.391,6.902001
NE,Pender,2296,42.114742,-96.705431,DFO,OIL,0.00107,4.9,46.001,0.849,36.912,0.849,0.046001
NE,Platte,59,40.854765,-98.348222,SUB,COAL,0.37621,109.8,361859.0,399.196,2.206,399.196,361.859
NE,Red Cloud,2299,40.097954,-98.519032,DFO,OIL,0.00074,5.7,37.001,0.718,38.81,0.718,0.037001
NE,Rokeby,6373,40.7316,-96.7364,NG,GAS,0.03444,266.1,80282.0,133.208,3.319,133.208,80.282
NE,Sargent,2300,41.641588,-99.3698,DFO,OIL,0.00014,2.4,3.0,0.074,49.333,0.074,0.003
NE,Sarpy County Station,2292,41.170594,-95.970603,NG,GAS,0.05457,338.4,161761.997,129.471,1.601,129.471,161.761997
NE,Scribner Diesel Generation Facility,64420,41.668419,-96.669132,DFO,OIL,0.00097,4.0,34.0,0.316,18.588,0.316,0.034
NE,Sheldon,2277,40.5589,-96.7847,SUB,COAL,0.35984,228.7,720909.0,1939.414,5.38,1939.414,720.909
NE,Spalding,2303,41.68138,-98.36756,DFO,OIL,0.00027,2.1,5.001,0.094,37.592,0.094,0.005001
NE,Stuart (NE),2305,42.599377,-99.143707,DFO,OIL,0.00036,1.9,6.001,0.076,25.329,0.076,0.006001
NE,Syracuse # 2,2256,40.6756,-96.177778,NG,GAS,0.0,4.0,-314.0,0.07,,0.07,-0.314
NE,Tecumseh,2308,40.3664,-96.19,DFO,OIL,0.0,7.0,-118.0,1.661,,1.661,-0.118
NE,Terry Bundy Generating Station,7887,40.909653,-96.613086,NG,GAS,0.04701,216.3,89082.999,0.0,0.0,0.0,89.082999
NE,Wahoo,2310,41.211798,-96.61155,NG,GAS,0.00047,14.2,57.999,0.871,30.035,0.871,0.057999
NE,Wakefield,2311,42.2691,-96.8621,DFO,OIL,0.00039,4.1,14.0,0.309,44.143,0.309,0.014
NE,Wayne IC,2312,42.2278,-97.0183,DFO,OIL,0.00024,21.8,45.0,0.868,38.578,0.868,0.045
NE,West Point Municipal,2313,41.844936,-96.71345,NG,GAS,0.00361,4.4,139.0,1.219,17.54,1.219,0.139
NE,Western Sugar Coop - Scottsbluff,57937,41.85887,-103.63438,NG,GAS,0.10398,7.1,6467.0,2.625,0.812,2.625,6.467
NE,Wilber,2315,40.4797,-96.9604,DFO,OIL,0.00105,3.6,33.0,0.634,38.424,0.634,0.033
NE,Wisner,2316,41.988069,-96.915994,DFO,OIL,0.00174,3.8,58.001,1.1,37.93,1.1,0.058001
NH,Bridgewater Power LP,10290,43.7155,-71.6585,WDS,BIOMASS,0.62312,20.0,109170.0,61.917,1.134,61.917,109.17
NH,Burgess BioPower,58054,44.471944,-71.175278,WDS,BIOMASS,0.75523,75.0,496189.0,247.216,0.996,247.216,496.189
NH,Dartmouth College Heating Plant,54409,43.701916,-72.286735,RFO,OIL,0.1825,7.0,11190.89,10.079,1.801,10.079,11.19089
NH,Granite Ridge Energy,55170,42.9042,-71.4261,NG,GAS,0.48338,790.0,3345208.0,113.587,0.068,113.587,3345.208
NH,Hampton Facility,10108,42.9383,-70.8406,NG,GAS,0.62308,5.0,27291.0,26.506,1.943,26.506,27.291
NH,Lost Nation,2362,44.595117,-71.494398,DFO,OIL,0.00271,18.0,428.0,4.181,19.537,4.181,0.428
NH,Merrimack,2364,43.1411,-71.4692,BIT,COAL,0.03719,496.4,161737.0,284.333,3.516,284.333,161.737
NH,"NE Renewable Bethlehem, LLC",50208,44.3274,-71.68,WDS,BIOMASS,0.0,17.5,0.0,0.0,,0.0,0.0
NH,"NE Renewable Springfield, LLC",10838,43.442871,-72.056,WDS,BIOMASS,0.18273,20.0,32014.0,17.101,1.068,17.101,32.014
NH,"NE Renewable Tamworth, LLC",50739,43.835833,-71.1967,WDS,BIOMASS,0.0,25.0,0.0,0.0,,0.0,0.0
NH,"NE Renewable Whitefield, LLC",10839,44.358047,-71.5449,WDS,BIOMASS,0.07459,19.9,13002.0,8.027,1.235,8.027,13.002
NH,Nashua Plant,55006,42.73227,-71.522418,LFG,BIOMASS,0.65682,2.4,13809.0,0.0,0.0,0.0,13.809
NH,Newington,8002,43.1,-70.790833,RFO,OIL,0.0143,414.0,51873.0,74.226,2.862,74.226,51.873
NH,Newington Energy,55661,43.1047,-70.8061,NG,GAS,0.15696,605.5,832564.0,36.443,0.088,36.443,832.564
NH,Schiller,2367,43.0978,-70.7842,JF,OIL,0.0004,171.2,597.0,5.466,18.312,5.466,0.597
NH,Turnkey Landfill Gas Recovery,54663,43.241555,-70.966404,LFG,BIOMASS,0.55591,9.2,44802.0,0.0,0.0,0.0,44.802
NH,UNH 7.9 MW Plant,58180,43.13674,-70.936125,LFG,BIOMASS,0.73049,7.9,50553.0,0.0,0.0,0.0,50.553
NH,Wheelabrator Concord Facility,50873,43.2866,-71.5769,MSW,BIOMASS,0.75742,14.0,92890.0,232.308,5.002,232.308,92.89
NH,White Lake,2369,43.8478,-71.2069,JF,OIL,0.00339,18.6,552.0,6.078,22.022,6.078,0.552
NJ,ACM - Midtown Thermal,63483,39.359831,-74.434228,NG,GAS,0.97671,5.5,47058.0,64.451,2.739,64.451,47.058
NJ,Bayonne Energy Center,56964,40.652834,-74.09155,NG,GAS,0.13326,644.0,751774.002,25.708,0.068,25.708,751.774002
NJ,Bayville Central Facility,54569,39.909424,-74.178041,DFO,OIL,0.05931,7.1,3689.0,40.653,22.04,40.653,3.689
NJ,Bergen Generating Station,2398,40.8375,-74.0244,NG,GAS,0.2127,1400.8,2610082.0,172.258,0.132,172.258,2610.082
NJ,Bristol Myers Squibb Lawrenceville,58947,40.324722,-74.707778,NG,GAS,0.4512,11.1,43873.0,78.275,3.568,78.275,43.873
NJ,Bristol Myers Squibb New Brunswick,54829,40.475724,-74.446199,NG,GAS,0.62857,10.5,57816.0,49.822,1.723,49.822,57.816
NJ,Burlington Generating Station,2399,40.076611,-74.879172,NG,GAS,0.013,242.0,27561.0,12.816,0.93,12.816,27.561
NJ,CIP II/AR Bridgewater Holdings - NJCOE,10122,40.624,-74.634,NG,GAS,0.64532,5.0,28265.16,23.891,1.69,23.891,28.26516
NJ,"Camden Plant Holding, LLC",10751,39.9175,-75.1192,NG,GAS,0.05015,172.9,75951.0,20.573,0.542,20.573,75.951
NJ,Camden Resource Recovery Facility,10435,39.9092,-75.1169,MSW,BIOMASS,0.56347,35.0,172759.0,353.319,4.09,353.319,172.759
NJ,Carlls Corner Energy Center,2379,39.4547,-75.2014,NG,GAS,0.00616,83.8,4523.0,6.14,2.715,6.14,4.523
NJ,Clayville,58235,39.424444,-75.02,NG,GAS,0.13673,73.0,87436.999,5.059,0.116,5.059,87.436999
NJ,College of New Jersey,58165,40.269444,-74.773333,NG,GAS,0.62117,6.2,33737.0,242.227,14.36,242.227,33.737
NJ,Covanta Essex Company,10643,40.7376,-74.1255,MSW,BIOMASS,0.71644,69.8,438066.0,782.293,3.572,782.293,438.066
NJ,Cumberland County Solid Waste Complex,56884,39.4494,-75.0928,LFG,BIOMASS,0.50856,4.8,21384.0,0.0,0.0,0.0,21.384
NJ,Cumberland Energy Center,5083,39.3757,-74.9654,NG,GAS,0.03239,231.2,65598.004,7.724,0.235,7.724,65.598004
NJ,DCO Burlington,63492,40.108316,-74.826404,NG,GAS,0.56973,3.5,17468.0,29.636,3.393,29.636,17.468
NJ,"DTE Atlantic, LLC",62492,39.3733,-74.4369,NG,GAS,0.84236,7.5,55343.0,102.453,3.702,102.453,55.343
NJ,"E F Kenilworth, Inc.",10805,40.6781,-74.2744,NG,GAS,0.60576,28.8,152825.44,70.672,0.925,70.672,152.82544000000001
NJ,"EFS Parlin Holdings, LLC",50799,40.460717,-74.327161,NG,GAS,0.0071,135.0,8398.0,2.533,0.603,2.533,8.398
NJ,Eagle Point Power Generation,50561,39.8746,-75.1592,NG,GAS,0.10813,251.8,238499.0,29.071,0.244,29.071,238.499
NJ,Essex County Correctional Facility Cogen,63540,40.7205,-74.1263,NG,GAS,0.4147,6.2,22523.34,330.564,29.353,330.564,22.52334
NJ,Forked River Power,7138,39.8154,-74.2098,DFO,OIL,0.00294,76.8,1976.0,7.124,7.211,7.124,1.976
NJ,Gilbert Generating Station,2393,40.565833,-75.163889,NG,GAS,0.00597,512.0,26794.0,8.536,0.637,8.536,26.794
NJ,Haworth Water Treatment Plant,56701,40.959257,-74.015107,NG,GAS,0.12405,16.0,17387.0,268.972,30.939,268.972,17.387
NJ,Hoffmann LaRoche,10123,40.8359,-74.155,NG,GAS,0.53823,10.6,49978.0,40.439,1.618,40.439,49.978
NJ,Hopewell Cogeneration NJ,60933,40.348275,-74.771501,NG,GAS,0.01236,4.0,433.0,6.136,28.342,6.136,0.433
NJ,Howard M Down,2434,39.4889,-75.0347,NG,GAS,0.11505,68.2,68737.0,9.237,0.269,9.237,68.737
NJ,Kearny Generating Station,2404,40.737283,-74.096464,NG,GAS,0.02496,605.0,132305.0,28.294,0.428,28.294,132.305
NJ,LabCorp Engine,64142,40.570448,-74.63951,NG,GAS,0.01027,3.2,288.0,4.766,33.097,4.766,0.288
NJ,Lakewood,54640,40.0613,-74.1686,NG,GAS,0.11834,236.8,245483.0,17.411,0.142,17.411,245.483
NJ,Linden Cogeneration Facility,50006,40.6322,-74.2156,NG,GAS,0.66145,974.1,5644192.0,288.729,0.102,288.729,5644.192
NJ,Linden Generating Station,2406,40.6217,-74.2072,NG,GAS,0.30765,1740.0,4689366.0,126.932,0.054,126.932,4689.366
NJ,"Mars Wrigley Confectionery US, LLC",10061,40.8625,-74.825,NG,GAS,0.4505,12.3,48540.0,51.517,2.123,51.517,48.54
NJ,Merck Rahway Power Plant,10224,40.615616,-74.26529,NG,GAS,0.2322,20.8,42309.0,1.222,0.058,1.222,42.309
NJ,Mickleton Energy Center,8008,39.8119,-75.249031,NG,GAS,0.00334,71.2,2082.0,2.699,2.593,2.699,2.082
NJ,Middlesex County Utilities Authority,56119,40.4903,-74.3156,LFG,BIOMASS,0.50421,22.5,99380.0,0.0,0.0,0.0,99.38
NJ,Montclair State University Cogen,63501,40.865207,-74.196651,NG,GAS,0.45498,11.8,47030.2,103.527,4.403,103.527,47.030199999999994
NJ,Newark Energy Center,58079,40.707222,-74.125833,NG,GAS,0.57183,735.0,3681773.0,79.865,0.043,79.865,3681.773
NJ,Ocean County Landfill,54980,40.024937,-74.250137,LFG,BIOMASS,0.66446,14.4,83818.002,0.0,0.0,0.0,83.81800199999999
NJ,Ocean Peaking Power,55938,40.0633,-74.1672,NG,GAS,0.06934,383.0,232632.0,41.3,0.355,41.3,232.632
NJ,Paulsboro Refinery,50628,39.84,-75.2583,OG,OFSL,0.48891,78.5,336201.91,100.236,0.596,100.236,336.20191
NJ,Pennsauken Landfill,56511,39.9894,-75.04,LFG,BIOMASS,0.29871,0.9,2355.0,0.0,0.0,0.0,2.355
NJ,"Princeton Energy Center, LLC",61822,40.339838,-74.62393,NG,GAS,0.2529,10.8,23926.0,36.849,3.08,36.849,23.926
NJ,Princeton University Cogeneration,58584,40.341389,-74.657222,NG,GAS,0.19216,32.1,54033.999,35.199,1.303,35.199,54.033999
NJ,Rariton OMP,59055,40.574444,-74.648056,NG,GAS,0.05188,5.4,2454.0,10.077,8.213,10.077,2.454
NJ,"Red Oak Power, LLC",55239,40.448674,-74.348879,NG,GAS,0.43789,821.1,3149690.0,118.389,0.075,118.389,3149.69
NJ,Rutgers Biomedical and Health Cogen,50411,40.73928,-74.187633,NG,GAS,0.25407,10.5,23369.001,20.898,1.789,20.898,23.369001
NJ,Salem Generating Station,2410,39.4625,-75.5358,NUC,NUCLEAR,0.88174,2381.8,18397051.0,0.0,0.0,0.0,18397.051
NJ,Sayreville,2390,40.476525,-74.352336,NG,GAS,0.0,212.0,-1752.0,1.236,,1.236,-1.752
NJ,Sayreville Power LP,10308,40.439,-74.3444,NG,GAS,0.24895,430.2,938193.0,338.052,0.721,338.052,938.193
NJ,Sewaren Generating Station,2411,40.5558,-74.2469,NG,GAS,0.59971,609.5,3201982.0,68.68,0.043,68.68,3201.982
NJ,Sherman Avenue,7288,39.451,-75.0578,NG,GAS,0.03328,112.8,32881.997,16.147,0.982,16.147,32.881997000000005
NJ,Union County Resource Recovery,50960,40.601264,-74.266372,MSW,BIOMASS,0.75685,45.0,298350.0,574.769,3.853,574.769,298.35
NJ,"Vicinity Energy Trenton, L.P.",50094,40.2167,-74.7667,NG,GAS,0.00175,6.0,91.98,0.737,16.017,0.737,0.09198
NJ,West Deptford Energy Station,56963,39.8414,-75.2214,NG,GAS,0.32795,754.6,2167830.0,64.855,0.06,64.855,2167.83
NJ,Wheelabrator Gloucester LP,50885,39.8733,-75.1381,MSW,BIOMASS,0.65406,14.0,80214.0,217.647,5.427,217.647,80.214
NJ,Woodbine Landfill Plant,59116,39.231111,-74.780833,LFG,BIOMASS,0.04198,2.2,809.0,0.0,0.0,0.0,0.809
NJ,Woodbridge Energy Center,57839,40.515,-74.318889,NG,GAS,0.59124,772.9,4003061.0,76.587,0.038,76.587,4003.061
NM,Afton Generating Station,55210,32.114185,-106.846483,NG,GAS,0.57057,287.0,1434480.0,83.366,0.116,83.366,1434.48
NM,Bluffview Power Plant,55977,36.716628,-108.215282,NG,GAS,0.73027,67.0,428612.0,81.795,0.382,81.795,428.612
NM,Chino Mines,54667,32.6956,-108.1225,NG,GAS,0.14228,54.0,67302.0,33.402,0.993,33.402,67.302
NM,Cunningham,2454,32.7131,-103.3533,NG,GAS,0.28465,519.2,1294624.0,810.121,1.252,810.121,1294.624
NM,Ford Utilities Center,50906,35.084078,-106.625191,NG,GAS,0.58383,14.8,75693.0,62.774,1.659,62.774,75.693
NM,Four Corners Steam Elec Station,2442,36.69,-108.4814,BIT,COAL,0.51872,1636.2,7434911.0,2608.061,0.702,2608.061,7434.911
NM,Hobbs Generating Station,56458,32.728333,-103.309444,NG,GAS,0.65781,681.5,3927111.0,94.925,0.048,94.925,3927.111
NM,LCEC Generation LLVC,57872,32.978056,-103.323889,NG,GAS,0.10825,46.5,44096.0,570.51,25.876,570.51,44.096
NM,La Luz Energy Center,58284,34.616111,-106.815,NG,GAS,0.18278,42.3,67728.0,3.444,0.102,3.444,67.728
NM,"Lightning Dock Geothermal HI-01, LLC",58629,32.144722,-108.838333,GEO,GEOTHERMAL,0.2132,19.2,35857.999,0.0,0.0,0.0,35.85799900000001
NM,Lordsburg Generating Station,7967,32.35051,-108.69799,NG,GAS,0.14699,88.0,113310.0,47.594,0.84,47.594,113.31
NM,Luna Energy Facility,55343,32.299349,-107.7834,NG,GAS,0.62808,650.0,3576285.0,130.977,0.073,130.977,3576.285
NM,Maddox,2446,32.714224,-103.301469,NG,GAS,0.37936,212.0,704524.0,377.484,1.072,377.484,704.524
